,feature,feature_importances
50,evictions_lag,0.13718702342391878
55,evictions_avg_3yr_lag,0.1103641198872263
59,evictions_avg_5yr_lag,0.10552550150490779
49,eviction_filings_lag,0.10072315653443065
58,eviction_filings_avg_5yr_lag,0.062339396347090806
54,eviction_filings_avg_3yr_lag,0.046148436103078706
60,eviction_rate_avg_5yr_lag,0.027405265509074263
31,renter_occupied_households_avg_5yr,0.024659431027998308
11,renter_occupied_households,0.024263728722764933
51,eviction_rate_lag,0.023537008822603726
52,eviction_filing_rate_lag,0.02083580523235159
57,eviction_filing_rate_avg_3yr_lag,0.017700277848262475
61,eviction_filing_rate_avg_5yr_lag,0.017160299593574214
56,eviction_rate_avg_3yr_lag,0.015412880033604824
2,pct_renter_occupied,0.013344956131109784
32,pct_renter_occupied_avg_5yr,0.010914204029683494
24,pct_af_am_avg_5yr,0.008636820006474297
53,conversion_rate_lag,0.007838085864466143
3,pct_white,0.006970293264429407
4,pct_af_am,0.006338454947153505
18,poverty_rate_avg_5yr,0.006309853978655945
62,conversion_rate_avg_5yr_lag,0.005772816844781069
71,eviction_filing_rate_pct_change_3yr_lag,0.005434950445378773
70,eviction_rate_pct_change_3yr_lag,0.005423794462928111
69,evictions_pct_change_3yr_lag,0.005419624450557743
23,pct_white_avg_5yr,0.005414077326930249
15,median_household_income,0.005209263167233175
66,eviction_filing_rate_pct_change_1yr_lag,0.005178840761285084
47,renter_occupied_households_pct_change_5yr,0.005165767042881897
68,eviction_filings_pct_change_3yr_lag,0.00501779428561536
17,population_avg_5yr,0.004778754320516718
63,eviction_filings_pct_change_1yr_lag,0.004612985328131429
65,eviction_rate_pct_change_1yr_lag,0.004587956511720509
0,population,0.004446865364302347
21,median_property_value_avg_5yr,0.004361632950599363
67,conversion_rate_pct_change_1yr_lag,0.004294164624285796
16,median_property_value,0.004280420994009778
20,median_household_income_avg_5yr,0.004087430812610713
73,eviction_filings_pct_change_5yr_lag,0.004061647238601996
64,evictions_pct_change_1yr_lag,0.00403448327496082
48,pct_renter_occupied_pct_change_5yr,0.0040042205735440995
12,avg_hh_size,0.003989750164655814
33,population_pct_change_5yr,0.003987571948905023
37,median_property_value_pct_change_5yr,0.00396703435503087
29,pct_multiple_avg_5yr,0.003922074405924274
22,rent_burden_avg_5yr,0.0038245452474412064
25,pct_hispanic_avg_5yr,0.0038179181707427056
72,conversion_rate_pct_change_3yr_lag,0.003802060548420512
36,median_household_income_pct_change_5yr,0.00380080583618726
14,median_gross_rent,0.003790234146754965
19,median_gross_rent_avg_5yr,0.003786709818811418
1,poverty_rate,0.0037465652356106233
13,rent_burden,0.0037360015936707086
38,rent_burden_pct_change_5yr,0.003733402006365363
76,eviction_filing_rate_pct_change_5yr_lag,0.0037316915727988002
39,pct_white_pct_change_5yr,0.0037295784426557097
35,median_gross_rent_pct_change_5yr,0.00370370891231262
34,poverty_rate_pct_change_5yr,0.0036279129805718317
75,eviction_rate_pct_change_5yr_lag,0.003571486549453136
77,conversion_rate_pct_change_5yr_lag,0.0035189080276802794
74,evictions_pct_change_5yr_lag,0.0035143813524465923
40,pct_af_am_pct_change_5yr,0.003452873046394437
27,pct_asian_avg_5yr,0.0033306516250498127
26,pct_am_ind_avg_5yr,0.003113537093959165
5,pct_hispanic,0.002962197731531055
41,pct_hispanic_pct_change_5yr,0.002878851250845055
9,pct_multiple,0.002666469082266754
30,pct_other_avg_5yr,0.002572938140133002
45,pct_multiple_pct_change_5yr,0.0022749709022910846
7,pct_asian,0.0022000092167599804
43,pct_asian_pct_change_5yr,0.001974676340175233
6,pct_am_ind,0.001517316887002284
28,pct_nh_pi_avg_5yr,0.001481391043822195
42,pct_am_ind_pct_change_5yr,0.0014175400054409503
10,pct_other,0.0012649476936719547
46,pct_other_pct_change_5yr,0.0011802372447451115
44,pct_nh_pi_pct_change_5yr,0.0006809646808838521
8,pct_nh_pi,0.0005255971048534298
