,feature,feature_importances
31,renter_occupied_households_avg_5yr,0.08677860979521114
119,evictions_lag_tr,0.0685981156610875
11,renter_occupied_households,0.06695395675685416
124,evictions_avg_3yr_lag_tr,0.048255587473631484
118,eviction_filings_lag_tr,0.04458641942754082
128,evictions_avg_5yr_lag_tr,0.04097151074058338
120,eviction_rate_lag_tr,0.04079943901646322
121,eviction_filing_rate_lag_tr,0.03297750145848479
2,pct_renter_occupied,0.02535162743861014
125,eviction_rate_avg_3yr_lag_tr,0.02418626746102036
123,eviction_filings_avg_3yr_lag_tr,0.023338907426631854
130,eviction_filing_rate_avg_5yr_lag_tr,0.02286656767753381
127,eviction_filings_avg_5yr_lag_tr,0.021356136449189836
129,eviction_rate_avg_5yr_lag_tr,0.02108681063090061
126,eviction_filing_rate_avg_3yr_lag_tr,0.020962281418900136
32,pct_renter_occupied_avg_5yr,0.019272266119247438
17,population_avg_5yr,0.012890767668914803
4,pct_af_am,0.012594408596200271
0,population,0.011698481980065255
24,pct_af_am_avg_5yr,0.011211818685004976
85,pct_renter_occupied_tr,0.010634763913331164
101,pct_renter_occupied_avg_5yr_tr,0.008631331365683637
18,poverty_rate_avg_5yr,0.007165288253062536
100,renter_occupied_households_avg_5yr_tr,0.006106232032923303
77,pct_af_am_tr,0.006020219091699756
23,pct_white_avg_5yr,0.005850111817466916
3,pct_white,0.005787879946937402
84,renter_occupied_households_tr,0.005782823687685325
15,median_household_income,0.005470958128126074
20,median_household_income_avg_5yr,0.0052835156810248805
1,poverty_rate,0.0047334643206200224
122,conversion_rate_lag_tr,0.0044550098969274145
86,population_avg_5yr_tr,0.00424496367191357
76,pct_white_tr,0.004053247497458383
47,renter_occupied_households_pct_change_5yr,0.0040054538351011245
92,pct_white_avg_5yr_tr,0.0040033215423286375
48,pct_renter_occupied_pct_change_5yr,0.0038342329279964175
70,population_tr,0.0037386389649129315
16,median_property_value,0.003638954384935625
21,median_property_value_avg_5yr,0.003595342195908835
22,rent_burden_avg_5yr,0.0035178856011964387
116,renter_occupied_households_pct_change_5yr_tr,0.0034982039459928176
12,avg_hh_size,0.003479198561296544
74,median_property_value_tr,0.0034711759684332823
29,pct_multiple_avg_5yr,0.0033996888398557467
93,pct_af_am_avg_5yr_tr,0.0033730898031270155
90,median_property_value_avg_5yr_tr,0.0032918630733004407
19,median_gross_rent_avg_5yr,0.003266379361118432
131,conversion_rate_avg_5yr_lag_tr,0.0032281381127369745
139,eviction_rate_pct_change_3yr_lag_tr,0.003212026518878064
140,eviction_filing_rate_pct_change_3yr_lag_tr,0.0031740703919029088
138,evictions_pct_change_3yr_lag_tr,0.0031325443597766734
33,population_pct_change_5yr,0.0030644072551605545
14,median_gross_rent,0.0030195115902819673
25,pct_hispanic_avg_5yr,0.002986480540230154
137,eviction_filings_pct_change_3yr_lag_tr,0.002969985514625021
71,poverty_rate_tr,0.0029668153122917457
37,median_property_value_pct_change_5yr,0.00295530394152394
89,median_household_income_avg_5yr_tr,0.0029541098465201017
91,rent_burden_avg_5yr_tr,0.0029339670322655466
36,median_household_income_pct_change_5yr,0.002863849518104532
63,total_value_pct_change_3yr,0.0028611977199964845
88,median_gross_rent_avg_5yr_tr,0.002859896504713289
39,pct_white_pct_change_5yr,0.002856783014849308
35,median_gross_rent_pct_change_5yr,0.0028456826321020374
73,median_household_income_tr,0.002828132175834443
87,poverty_rate_avg_5yr_tr,0.0028252874565803843
66,total_value_pct_change_5yr,0.0028182549020321873
40,pct_af_am_pct_change_5yr,0.002781614205800319
38,rent_burden_pct_change_5yr,0.002751628044957975
102,population_pct_change_5yr_tr,0.0027483510089268137
13,rent_burden,0.0027460718129525435
60,total_value_pct_change_1yr,0.00272179744795114
135,eviction_filing_rate_pct_change_1yr_lag_tr,0.0026980646406574204
55,total_bldg_avg_5yr,0.0026815575239935367
98,pct_multiple_avg_5yr_tr,0.002680029003289476
108,pct_white_pct_change_5yr_tr,0.002654400264775189
136,conversion_rate_pct_change_1yr_lag_tr,0.00265115449194794
142,eviction_filings_pct_change_5yr_lag_tr,0.0026408467912790393
134,eviction_rate_pct_change_1yr_lag_tr,0.0026370457936821085
117,pct_renter_occupied_pct_change_5yr_tr,0.0026341333638061487
132,eviction_filings_pct_change_1yr_lag_tr,0.0026229465340526104
94,pct_hispanic_avg_5yr_tr,0.002616625839418078
49,total_bldg,0.0026112468016329126
106,median_property_value_pct_change_5yr_tr,0.0026091096106294264
107,rent_burden_pct_change_5yr_tr,0.0026043104442613173
96,pct_asian_avg_5yr_tr,0.002596092273031945
52,total_bldg_avg_3yr,0.0025836249456447293
34,poverty_rate_pct_change_5yr,0.002579896295076166
133,evictions_pct_change_1yr_lag_tr,0.0025422137960306335
141,conversion_rate_pct_change_3yr_lag_tr,0.002536786123769635
72,median_gross_rent_tr,0.0025240801243649027
26,pct_am_ind_avg_5yr,0.0024944474883128284
104,median_gross_rent_pct_change_5yr_tr,0.002473983008822271
27,pct_asian_avg_5yr,0.0024725347163995627
105,median_household_income_pct_change_5yr_tr,0.002472061609540558
103,poverty_rate_pct_change_5yr_tr,0.0024704868868335
51,total_value,0.0024427238448569795
57,total_value_avg_5yr,0.002441712608475195
146,conversion_rate_pct_change_5yr_lag_tr,0.002426163425124801
109,pct_af_am_pct_change_5yr_tr,0.0024255645767591286
143,evictions_pct_change_5yr_lag_tr,0.00241297794918191
56,total_units_avg_5yr,0.002409924083462421
75,rent_burden_tr,0.002392003944164485
50,total_units,0.002391178766152058
5,pct_hispanic,0.0023896045230603893
54,total_value_avg_3yr,0.002378539757515878
78,pct_hispanic_tr,0.002365751428618198
144,eviction_rate_pct_change_5yr_lag_tr,0.0023599591533779085
110,pct_hispanic_pct_change_5yr_tr,0.0023354094380772716
53,total_units_avg_3yr,0.002323208391511772
145,eviction_filing_rate_pct_change_5yr_lag_tr,0.002306821370501833
95,pct_am_ind_avg_5yr_tr,0.0022576594143914517
9,pct_multiple,0.0022206836603535112
82,pct_multiple_tr,0.00219988017999293
30,pct_other_avg_5yr,0.0021327486667232797
99,pct_other_avg_5yr_tr,0.002051976888501431
41,pct_hispanic_pct_change_5yr,0.0020289504558396606
114,pct_multiple_pct_change_5yr_tr,0.0019446666824266257
80,pct_asian_tr,0.001893768252648966
7,pct_asian,0.0016945706619828542
112,pct_asian_pct_change_5yr_tr,0.0016527230655133316
45,pct_multiple_pct_change_5yr,0.0016041702636290609
43,pct_asian_pct_change_5yr,0.0013665422057290411
97,pct_nh_pi_avg_5yr_tr,0.0012994470740226966
79,pct_am_ind_tr,0.0012780351157360475
6,pct_am_ind,0.0011394233796680922
28,pct_nh_pi_avg_5yr,0.001092539665852701
83,pct_other_tr,0.0010673713967687547
111,pct_am_ind_pct_change_5yr_tr,0.0010517347759926177
42,pct_am_ind_pct_change_5yr,0.0009125536764165846
115,pct_other_pct_change_5yr_tr,0.0009014459784801373
10,pct_other,0.0008982096943166876
46,pct_other_pct_change_5yr,0.0008038999638305433
81,pct_nh_pi_tr,0.0005429347382394898
62,total_units_pct_change_3yr,0.0005079926496078282
113,pct_nh_pi_pct_change_5yr_tr,0.0005011608432657997
44,pct_nh_pi_pct_change_5yr,0.0004823124542404045
8,pct_nh_pi,0.0003861000076881203
65,total_units_pct_change_5yr,0.0003459801279474742
61,total_bldg_pct_change_3yr,0.00028957388315638553
67,div_sa,0.0002768930133622612
68,div_enc,0.0002639828660129638
64,total_bldg_pct_change_5yr,0.0002630260162936186
59,total_units_pct_change_1yr,0.00024544326433162644
69,urban,0.00020377931167199034
58,total_bldg_pct_change_1yr,0.00013197101983705554
