,feature,feature_importances
31,renter_occupied_households_avg_5yr,0.10405915664523933
11,renter_occupied_households,0.0823238793825317
32,pct_renter_occupied_avg_5yr,0.06632832775050634
4,pct_af_am,0.054573297156863994
2,pct_renter_occupied,0.05363953073129085
24,pct_af_am_avg_5yr,0.04869117600508701
3,pct_white,0.03137864916648429
23,pct_white_avg_5yr,0.026039493111179222
17,population_avg_5yr,0.02105634303465799
16,median_property_value,0.020952098804833997
21,median_property_value_avg_5yr,0.018959836708322925
0,population,0.018422601693403234
15,median_household_income,0.0178576928345203
18,poverty_rate_avg_5yr,0.01663148703881763
1,poverty_rate,0.014980949711382108
57,total_value_avg_5yr,0.013903028344998793
20,median_household_income_avg_5yr,0.013215210602288292
56,total_units_avg_5yr,0.012258929904839956
14,median_gross_rent,0.012076352160148329
25,pct_hispanic_avg_5yr,0.011951811099320609
47,renter_occupied_households_pct_change_5yr,0.011659145067500048
12,avg_hh_size,0.011634439368718668
51,total_value,0.011527976196001268
55,total_bldg_avg_5yr,0.011355954525426357
29,pct_multiple_avg_5yr,0.011139754986499417
54,total_value_avg_3yr,0.010906820773235758
53,total_units_avg_3yr,0.01077690572520777
37,median_property_value_pct_change_5yr,0.010510556578485526
39,pct_white_pct_change_5yr,0.01040661438197161
19,median_gross_rent_avg_5yr,0.01016966549485343
52,total_bldg_avg_3yr,0.01012469807805029
40,pct_af_am_pct_change_5yr,0.010075025883384395
13,rent_burden,0.01003592843507807
22,rent_burden_avg_5yr,0.009995782231949697
49,total_bldg,0.009754086194738497
50,total_units,0.009673443053171598
66,total_value_pct_change_5yr,0.009395015662472911
5,pct_hispanic,0.009291591439828417
27,pct_asian_avg_5yr,0.009216745654301922
48,pct_renter_occupied_pct_change_5yr,0.008892704944965576
63,total_value_pct_change_3yr,0.008882429306122798
33,population_pct_change_5yr,0.008708503531232635
36,median_household_income_pct_change_5yr,0.008435672116425524
35,median_gross_rent_pct_change_5yr,0.008305743907627578
26,pct_am_ind_avg_5yr,0.008126019804899121
38,rent_burden_pct_change_5yr,0.007977874187162986
34,poverty_rate_pct_change_5yr,0.007825785474798478
60,total_value_pct_change_1yr,0.007580782876052393
9,pct_multiple,0.007119254451349823
41,pct_hispanic_pct_change_5yr,0.006640982160785684
30,pct_other_avg_5yr,0.006585271746578311
7,pct_asian,0.0063176634501343545
45,pct_multiple_pct_change_5yr,0.004829323480726234
43,pct_asian_pct_change_5yr,0.004456486826243685
69,urban,0.004078926802361712
68,div_enc,0.003697661101646242
67,div_sa,0.0036002381575932596
28,pct_nh_pi_avg_5yr,0.003380203910649776
6,pct_am_ind,0.0033686986201588815
42,pct_am_ind_pct_change_5yr,0.002647674544252648
10,pct_other,0.0024610979556987677
46,pct_other_pct_change_5yr,0.002273559955405703
44,pct_nh_pi_pct_change_5yr,0.00125340504408337
8,pct_nh_pi,0.0010482211163891442
65,total_units_pct_change_5yr,0.0009853394803914766
62,total_units_pct_change_3yr,0.0009638545147788378
61,total_bldg_pct_change_3yr,0.0008117233442170049
64,total_bldg_pct_change_5yr,0.000798962339460329
59,total_units_pct_change_1yr,0.0005737841445754532
58,total_bldg_pct_change_1yr,0.0004221490856396639
