,feature,feature_importances
11,renter_occupied_households,0.1493295032952634
31,renter_occupied_households_avg_5yr,0.11519343924135297
32,pct_renter_occupied_avg_5yr,0.04278228404406056
2,pct_renter_occupied,0.041320032946996106
17,population_avg_5yr,0.03880393847389554
47,renter_occupied_households_pct_change_5yr,0.038423145783342265
0,population,0.03175657856565778
21,median_property_value_avg_5yr,0.028738561807709964
20,median_household_income_avg_5yr,0.028624813700706003
15,median_household_income,0.026652995223173395
23,pct_white_avg_5yr,0.026468588998858174
24,pct_af_am_avg_5yr,0.0255837752842736
4,pct_af_am,0.025423767068583646
22,rent_burden_avg_5yr,0.02416711404319166
16,median_property_value,0.023500720373211464
18,poverty_rate_avg_5yr,0.02189755070822634
19,median_gross_rent_avg_5yr,0.02078844202756752
3,pct_white,0.02006199402892659
25,pct_hispanic_avg_5yr,0.015288541373936301
1,poverty_rate,0.014966258855740417
29,pct_multiple_avg_5yr,0.01488614232761622
37,median_property_value_pct_change_5yr,0.014475349221193399
12,avg_hh_size,0.013378005635869659
34,poverty_rate_pct_change_5yr,0.01298130999905795
48,pct_renter_occupied_pct_change_5yr,0.012967629102043623
14,median_gross_rent,0.012529778055012049
39,pct_white_pct_change_5yr,0.011719519319401161
26,pct_am_ind_avg_5yr,0.011550478137599986
33,population_pct_change_5yr,0.011524232432492015
13,rent_burden,0.011232742761587262
36,median_household_income_pct_change_5yr,0.01100477448115221
27,pct_asian_avg_5yr,0.010434258886658793
5,pct_hispanic,0.010430648831160811
35,median_gross_rent_pct_change_5yr,0.00898299438817268
38,rent_burden_pct_change_5yr,0.008487070434448659
7,pct_asian,0.006917032871459563
40,pct_af_am_pct_change_5yr,0.006497498443344753
9,pct_multiple,0.006376200714602497
30,pct_other_avg_5yr,0.006123457923746467
41,pct_hispanic_pct_change_5yr,0.005830320729231585
45,pct_multiple_pct_change_5yr,0.005000821204207071
42,pct_am_ind_pct_change_5yr,0.004808474741896155
43,pct_asian_pct_change_5yr,0.004483725521712447
6,pct_am_ind,0.004056878894478464
28,pct_nh_pi_avg_5yr,0.0036312647038395946
10,pct_other,0.0034812866919282275
46,pct_other_pct_change_5yr,0.0029887164797157036
8,pct_nh_pi,0.0017611009257366475
44,pct_nh_pi_pct_change_5yr,0.0016862402959607367
