,feature,feature_importances
1,evictions_lag,0.21220100687257124
10,evictions_avg_5yr_lag,0.15093518191838354
6,evictions_avg_3yr_lag,0.1298310758174467
5,eviction_filings_avg_3yr_lag,0.08977300974115218
0,eviction_filings_lag,0.07350532831296308
9,eviction_filings_avg_5yr_lag,0.05287621497973596
12,eviction_filing_rate_avg_5yr_lag,0.043403808850788865
11,eviction_rate_avg_5yr_lag,0.02496186448057704
8,eviction_filing_rate_avg_3yr_lag,0.018438495899463368
3,eviction_filing_rate_lag,0.017469712316859586
2,eviction_rate_lag,0.016332517076671743
7,eviction_rate_avg_3yr_lag,0.012581616498400618
13,conversion_rate_avg_5yr_lag,0.012485345400965757
4,conversion_rate_lag,0.012424100793680386
22,eviction_filing_rate_pct_change_3yr_lag,0.010314774856895406
19,eviction_filings_pct_change_3yr_lag,0.01013417294354756
14,eviction_filings_pct_change_1yr_lag,0.010080110613618389
21,eviction_rate_pct_change_3yr_lag,0.009939814003862887
17,eviction_filing_rate_pct_change_1yr_lag,0.009756632546741634
16,eviction_rate_pct_change_1yr_lag,0.009553165279795545
18,conversion_rate_pct_change_1yr_lag,0.009468520600397207
24,eviction_filings_pct_change_5yr_lag,0.008807383650254508
23,conversion_rate_pct_change_3yr_lag,0.008254192086528061
20,evictions_pct_change_3yr_lag,0.008111584377461257
28,conversion_rate_pct_change_5yr_lag,0.0080839351681729
26,eviction_rate_pct_change_5yr_lag,0.007921207546805458
27,eviction_filing_rate_pct_change_5yr_lag,0.007790773258157475
15,evictions_pct_change_1yr_lag,0.007692341528731756
25,evictions_pct_change_5yr_lag,0.00687211257936984
