,feature,feature_importances
22,evictions_lag,0.18448937748300684
27,evictions_avg_3yr_lag,0.10722937666524654
30,eviction_filings_avg_5yr_lag,0.10401411128042491
21,eviction_filings_lag,0.10383441343151968
31,evictions_avg_5yr_lag,0.09622910900250538
26,eviction_filings_avg_3yr_lag,0.058114514647545246
32,eviction_rate_avg_5yr_lag,0.03452454948545738
33,eviction_filing_rate_avg_5yr_lag,0.026081757779712854
29,eviction_filing_rate_avg_3yr_lag,0.025231428479972742
24,eviction_filing_rate_lag,0.024220453624970283
28,eviction_rate_avg_3yr_lag,0.01948192206752653
23,eviction_rate_lag,0.015568090681388608
25,conversion_rate_lag,0.013615529022466428
34,conversion_rate_avg_5yr_lag,0.009998600429026044
35,eviction_filings_pct_change_1yr_lag,0.008690962402476578
37,eviction_rate_pct_change_1yr_lag,0.008283344582233008
38,eviction_filing_rate_pct_change_1yr_lag,0.007876286821169422
40,eviction_filings_pct_change_3yr_lag,0.007599480277894349
42,eviction_rate_pct_change_3yr_lag,0.00722644666923986
43,eviction_filing_rate_pct_change_3yr_lag,0.007065946275439423
39,conversion_rate_pct_change_1yr_lag,0.0070087158078841975
11,total_value_pct_change_1yr,0.006938404741740559
41,evictions_pct_change_3yr_lag,0.00688362439616582
14,total_value_pct_change_3yr,0.00673990598622091
17,total_value_pct_change_5yr,0.006570835507459703
44,conversion_rate_pct_change_3yr_lag,0.006365537232265066
45,eviction_filings_pct_change_5yr_lag,0.0062903287502372425
6,total_bldg_avg_5yr,0.005944149653953302
36,evictions_pct_change_1yr_lag,0.005919952430210805
3,total_bldg_avg_3yr,0.005867363335800623
47,eviction_rate_pct_change_5yr_lag,0.005797854834762664
49,conversion_rate_pct_change_5yr_lag,0.005678055232309456
48,eviction_filing_rate_pct_change_5yr_lag,0.005626362067558807
46,evictions_pct_change_5yr_lag,0.0055918339545325615
2,total_value,0.00553223461525228
0,total_bldg,0.005501198312048629
1,total_units,0.005467388926458131
7,total_units_avg_5yr,0.005435773354156531
8,total_value_avg_5yr,0.005434533884204643
4,total_units_avg_3yr,0.005259396308182696
5,total_value_avg_3yr,0.0051394100292779035
13,total_units_pct_change_3yr,0.0010637458298860722
16,total_units_pct_change_5yr,0.000746377014074644
19,div_enc,0.0006600751847049001
18,div_sa,0.0006339915435949854
12,total_bldg_pct_change_3yr,0.0005976543009903571
15,total_bldg_pct_change_5yr,0.0005868385961721727
10,total_units_pct_change_1yr,0.0005608311614237434
20,urban,0.0005347448379659053
9,total_bldg_pct_change_1yr,0.00024718106128262645
