,feature,feature_importances
31,renter_occupied_households_avg_5yr,0.1256042590011455
11,renter_occupied_households,0.09518486600518385
4,pct_af_am,0.06083670142359793
32,pct_renter_occupied_avg_5yr,0.05596573649691181
2,pct_renter_occupied,0.05111676392606724
24,pct_af_am_avg_5yr,0.04931362062941516
23,pct_white_avg_5yr,0.03635172807653613
3,pct_white,0.027366286220694952
16,median_property_value,0.026573323412614317
21,median_property_value_avg_5yr,0.023260893845424544
17,population_avg_5yr,0.02162972607421012
0,population,0.021321168785349332
15,median_household_income,0.02047977377013757
1,poverty_rate,0.01718755348285908
20,median_household_income_avg_5yr,0.016350817445312683
18,poverty_rate_avg_5yr,0.01622786373879851
14,median_gross_rent,0.0161768744258857
47,renter_occupied_households_pct_change_5yr,0.015914247191103164
12,avg_hh_size,0.015593143935414151
25,pct_hispanic_avg_5yr,0.015295640085512773
39,pct_white_pct_change_5yr,0.015079361261203784
29,pct_multiple_avg_5yr,0.014982359268092557
19,median_gross_rent_avg_5yr,0.013877487173536384
37,median_property_value_pct_change_5yr,0.013574214089618938
40,pct_af_am_pct_change_5yr,0.013500895575391112
27,pct_asian_avg_5yr,0.012768200075206508
13,rent_burden,0.012767856428198537
22,rent_burden_avg_5yr,0.012483980249810235
5,pct_hispanic,0.012316820561668947
48,pct_renter_occupied_pct_change_5yr,0.012122844015895404
33,population_pct_change_5yr,0.01176095306732036
36,median_household_income_pct_change_5yr,0.011354196901255562
35,median_gross_rent_pct_change_5yr,0.011316861740644517
26,pct_am_ind_avg_5yr,0.010991013991537117
38,rent_burden_pct_change_5yr,0.010899594390214767
34,poverty_rate_pct_change_5yr,0.010879379242547373
9,pct_multiple,0.009848699451070251
30,pct_other_avg_5yr,0.009219176949922884
41,pct_hispanic_pct_change_5yr,0.009106777721182428
7,pct_asian,0.008304281524517605
45,pct_multiple_pct_change_5yr,0.00677420883919253
43,pct_asian_pct_change_5yr,0.00606040708458657
6,pct_am_ind,0.0044576025783165316
28,pct_nh_pi_avg_5yr,0.004408534344399742
42,pct_am_ind_pct_change_5yr,0.0037535801587565876
10,pct_other,0.0032905182988956587
46,pct_other_pct_change_5yr,0.0032212632641040687
44,pct_nh_pi_pct_change_5yr,0.0017596325050933974
8,pct_nh_pi,0.0013683112756450932
