,feature,feature_importances
1,evictions_lag,0.14743796626190103
6,evictions_avg_3yr_lag,0.09457996963868037
10,evictions_avg_5yr_lag,0.08288904564421419
5,eviction_filings_avg_3yr_lag,0.07684134835535841
0,eviction_filings_lag,0.07225437644654045
9,eviction_filings_avg_5yr_lag,0.0573298290185944
87,evictions_avg_5yr_lag_tr,0.031070026122189887
83,evictions_avg_3yr_lag_tr,0.025908184926716177
78,evictions_lag_tr,0.021331283266960877
82,eviction_filings_avg_3yr_lag_tr,0.019097716709568047
86,eviction_filings_avg_5yr_lag_tr,0.016451312011150798
77,eviction_filings_lag_tr,0.01492344218015467
8,eviction_filing_rate_avg_3yr_lag,0.013810364908022295
3,eviction_filing_rate_lag,0.012235054575660195
2,eviction_rate_lag,0.011193393560541935
88,eviction_rate_avg_5yr_lag_tr,0.009133307834950118
84,eviction_rate_avg_3yr_lag_tr,0.009022101528941449
12,eviction_filing_rate_avg_5yr_lag,0.008965238077840786
80,eviction_filing_rate_lag_tr,0.008543593633612252
7,eviction_rate_avg_3yr_lag,0.008451143155479523
11,eviction_rate_avg_5yr_lag,0.007692265174779162
89,eviction_filing_rate_avg_5yr_lag_tr,0.007055364300096921
79,eviction_rate_lag_tr,0.00659521619158747
4,conversion_rate_lag,0.0052636563450420785
81,conversion_rate_lag_tr,0.005082697567945156
13,conversion_rate_avg_5yr_lag,0.004679384489486556
85,eviction_filing_rate_avg_3yr_lag_tr,0.004599066700963607
59,renter_occupied_households_avg_5yr_tr,0.0040541433641959525
90,conversion_rate_avg_5yr_lag_tr,0.003974458471360427
19,eviction_filings_pct_change_3yr_lag,0.0038577852952040343
20,evictions_pct_change_3yr_lag,0.003795111243503002
44,pct_renter_occupied_tr,0.0037428400768607407
17,eviction_filing_rate_pct_change_1yr_lag,0.0036994584973038852
21,eviction_rate_pct_change_3yr_lag,0.0036799018628375364
22,eviction_filing_rate_pct_change_3yr_lag,0.0036427864298079226
75,renter_occupied_households_pct_change_5yr_tr,0.003596739919222293
32,median_household_income_tr,0.003496478230790345
97,evictions_pct_change_3yr_lag_tr,0.003386693904383083
14,eviction_filings_pct_change_1yr_lag,0.003366818343191393
43,renter_occupied_households_tr,0.0033421752784930057
16,eviction_rate_pct_change_1yr_lag,0.00333805201546109
15,evictions_pct_change_1yr_lag,0.00333433947299902
18,conversion_rate_pct_change_1yr_lag,0.0032860568673470873
98,eviction_rate_pct_change_3yr_lag_tr,0.0032016093584888894
99,eviction_filing_rate_pct_change_3yr_lag_tr,0.0031773174253470044
62,poverty_rate_pct_change_5yr_tr,0.0031610098820541565
61,population_pct_change_5yr_tr,0.0031413498554516213
60,pct_renter_occupied_avg_5yr_tr,0.0031294300765679606
96,eviction_filings_pct_change_3yr_lag_tr,0.003110507659001212
52,pct_af_am_avg_5yr_tr,0.003072516963598977
36,pct_af_am_tr,0.003031211093169952
33,median_property_value_tr,0.0030022880841810554
49,median_property_value_avg_5yr_tr,0.003000994495873387
48,median_household_income_avg_5yr_tr,0.0029769416757219817
47,median_gross_rent_avg_5yr_tr,0.002964033943646202
65,median_property_value_pct_change_5yr_tr,0.002960895406706879
46,poverty_rate_avg_5yr_tr,0.0029557091155145068
91,eviction_filings_pct_change_1yr_lag_tr,0.002921208118743407
45,population_avg_5yr_tr,0.0029150303876003887
57,pct_multiple_avg_5yr_tr,0.002913168464097826
53,pct_hispanic_avg_5yr_tr,0.002860914212967727
76,pct_renter_occupied_pct_change_5yr_tr,0.0028593524763940925
24,eviction_filings_pct_change_5yr_lag,0.0028466661563971564
67,pct_white_pct_change_5yr_tr,0.002838271036006215
66,rent_burden_pct_change_5yr_tr,0.002807255182761594
95,conversion_rate_pct_change_1yr_lag_tr,0.002794280109100255
29,population_tr,0.002781675530008479
50,rent_burden_avg_5yr_tr,0.0027787520548720563
30,poverty_rate_tr,0.0027727061058527504
35,pct_white_tr,0.0027685330840739267
68,pct_af_am_pct_change_5yr_tr,0.002752386051228285
51,pct_white_avg_5yr_tr,0.0027500269733212518
63,median_gross_rent_pct_change_5yr_tr,0.0027333049052248553
31,median_gross_rent_tr,0.002724158964161824
26,eviction_rate_pct_change_5yr_lag,0.002685060530258261
64,median_household_income_pct_change_5yr_tr,0.0026782597482854875
23,conversion_rate_pct_change_3yr_lag,0.0026486320477765502
100,conversion_rate_pct_change_3yr_lag_tr,0.002648147756991289
94,eviction_filing_rate_pct_change_1yr_lag_tr,0.002628288176354501
101,eviction_filings_pct_change_5yr_lag_tr,0.002627942474103656
34,rent_burden_tr,0.0026201071196215848
55,pct_asian_avg_5yr_tr,0.00260484307296439
93,eviction_rate_pct_change_1yr_lag_tr,0.0025658481825745674
54,pct_am_ind_avg_5yr_tr,0.002551274406255633
27,eviction_filing_rate_pct_change_5yr_lag,0.002546690249413387
37,pct_hispanic_tr,0.0025349664421964483
25,evictions_pct_change_5yr_lag,0.002516157513838512
41,pct_multiple_tr,0.0025143212676869142
69,pct_hispanic_pct_change_5yr_tr,0.0025042444597540513
92,evictions_pct_change_1yr_lag_tr,0.0024659403447439597
105,conversion_rate_pct_change_5yr_lag_tr,0.0024579205704170254
28,conversion_rate_pct_change_5yr_lag,0.002418720956930286
102,evictions_pct_change_5yr_lag_tr,0.0023825701909034437
103,eviction_rate_pct_change_5yr_lag_tr,0.002368320960892852
104,eviction_filing_rate_pct_change_5yr_lag_tr,0.0023315249669359833
58,pct_other_avg_5yr_tr,0.002291454138555367
73,pct_multiple_pct_change_5yr_tr,0.0022504987331869565
39,pct_asian_tr,0.0019699312312211606
71,pct_asian_pct_change_5yr_tr,0.0018961913602827398
56,pct_nh_pi_avg_5yr_tr,0.0014168051838717266
38,pct_am_ind_tr,0.001391990992322802
42,pct_other_tr,0.0012827984181877847
70,pct_am_ind_pct_change_5yr_tr,0.0011663957588682226
74,pct_other_pct_change_5yr_tr,0.0010406200604834086
72,pct_nh_pi_pct_change_5yr_tr,0.0006337208122637346
40,pct_nh_pi_tr,0.0006261191237818702
