,feature,feature_importances
71,evictions_lag,0.15619560777916833
76,evictions_avg_3yr_lag,0.11610379135539027
70,eviction_filings_lag,0.08170553150267111
80,evictions_avg_5yr_lag,0.07366221816984136
79,eviction_filings_avg_5yr_lag,0.05131920559413376
75,eviction_filings_avg_3yr_lag,0.0384750136536604
81,eviction_rate_avg_5yr_lag,0.03370527540438065
11,renter_occupied_households,0.03215328964469324
31,renter_occupied_households_avg_5yr,0.024934144201907843
72,eviction_rate_lag,0.024823935888127275
77,eviction_rate_avg_3yr_lag,0.02226268114903005
73,eviction_filing_rate_lag,0.0222292231452604
82,eviction_filing_rate_avg_5yr_lag,0.020326539952790032
78,eviction_filing_rate_avg_3yr_lag,0.01824469678495758
32,pct_renter_occupied_avg_5yr,0.014116716684723824
2,pct_renter_occupied,0.013034192017668754
4,pct_af_am,0.01005917279790818
24,pct_af_am_avg_5yr,0.008159851089512287
74,conversion_rate_lag,0.00794509027137781
85,evictions_pct_change_1yr_lag,0.005478884283562401
15,median_household_income,0.005447312979824355
23,pct_white_avg_5yr,0.005102593859925515
86,eviction_rate_pct_change_1yr_lag,0.00494295765662218
83,conversion_rate_avg_5yr_lag,0.004711589182157866
90,evictions_pct_change_3yr_lag,0.0047101480644152205
89,eviction_filings_pct_change_3yr_lag,0.004701246476910842
18,poverty_rate_avg_5yr,0.004600302847218579
92,eviction_filing_rate_pct_change_3yr_lag,0.004567430236936615
91,eviction_rate_pct_change_3yr_lag,0.004281783760078172
17,population_avg_5yr,0.0042812357127589
47,renter_occupied_households_pct_change_5yr,0.0042679842819428465
0,population,0.004162179541885422
87,eviction_filing_rate_pct_change_1yr_lag,0.004128866025144092
93,conversion_rate_pct_change_3yr_lag,0.003862715896276058
63,total_value_pct_change_3yr,0.003840131074846304
84,eviction_filings_pct_change_1yr_lag,0.003756254536403196
60,total_value_pct_change_1yr,0.003708946205035012
88,conversion_rate_pct_change_1yr_lag,0.0036928170032986874
66,total_value_pct_change_5yr,0.0036474566778447156
1,poverty_rate,0.003629997254098399
16,median_property_value,0.003610338222412087
21,median_property_value_avg_5yr,0.00356650765168776
3,pct_white,0.003422828106119139
39,pct_white_pct_change_5yr,0.003421721187924843
94,eviction_filings_pct_change_5yr_lag,0.0034017816906328495
12,avg_hh_size,0.003371472581840311
20,median_household_income_avg_5yr,0.003362955366707782
33,population_pct_change_5yr,0.0033529288230167574
55,total_bldg_avg_5yr,0.003341499343550356
52,total_bldg_avg_3yr,0.00333409521757006
48,pct_renter_occupied_pct_change_5yr,0.0033312498249977764
29,pct_multiple_avg_5yr,0.0033089749089525973
13,rent_burden,0.003280101775354036
96,eviction_rate_pct_change_5yr_lag,0.0032655777132879864
37,median_property_value_pct_change_5yr,0.0032534946133939884
25,pct_hispanic_avg_5yr,0.003237413268597999
97,eviction_filing_rate_pct_change_5yr_lag,0.003234382806143717
19,median_gross_rent_avg_5yr,0.0032098845144400982
36,median_household_income_pct_change_5yr,0.003149662594664942
98,conversion_rate_pct_change_5yr_lag,0.0031167480952477627
22,rent_burden_avg_5yr,0.003115974002585052
49,total_bldg,0.0031086046597424456
35,median_gross_rent_pct_change_5yr,0.0031039168727625076
14,median_gross_rent,0.0030855263394801375
38,rent_burden_pct_change_5yr,0.003078942037277537
51,total_value,0.0030735683159794137
50,total_units,0.003034097431002838
40,pct_af_am_pct_change_5yr,0.0030182039640869944
53,total_units_avg_3yr,0.003015805115384873
56,total_units_avg_5yr,0.002970500995062002
57,total_value_avg_5yr,0.0029538206724484943
95,evictions_pct_change_5yr_lag,0.002911876205009168
54,total_value_avg_3yr,0.0028910219446348336
34,poverty_rate_pct_change_5yr,0.0028219467077517154
27,pct_asian_avg_5yr,0.00275154054989972
26,pct_am_ind_avg_5yr,0.0026103765679140203
5,pct_hispanic,0.002436914275384242
30,pct_other_avg_5yr,0.0024232626216002732
41,pct_hispanic_pct_change_5yr,0.002414456420714021
9,pct_multiple,0.0022554754119926863
7,pct_asian,0.0018708770972740809
45,pct_multiple_pct_change_5yr,0.0018640334521191852
43,pct_asian_pct_change_5yr,0.0016683797297892724
6,pct_am_ind,0.0013063674829834266
28,pct_nh_pi_avg_5yr,0.0012556328494941872
10,pct_other,0.0010840976046876142
42,pct_am_ind_pct_change_5yr,0.0010715942919695656
46,pct_other_pct_change_5yr,0.0009765796480746838
62,total_units_pct_change_3yr,0.0006951814173884005
44,pct_nh_pi_pct_change_5yr,0.000573246764830426
8,pct_nh_pi,0.00045432377059723123
65,total_units_pct_change_5yr,0.0004425579135845806
64,total_bldg_pct_change_5yr,0.00039528154808460633
61,total_bldg_pct_change_3yr,0.0003480443912254347
59,total_units_pct_change_1yr,0.000323481337330935
67,div_sa,0.00029219611625331616
69,urban,0.0002894789539408023
68,div_enc,0.00028531605470385676
58,total_bldg_pct_change_1yr,0.00017486951402406235
