,feature,feature_importances
11,renter_occupied_households,0.15624203830695152
31,renter_occupied_households_avg_5yr,0.13162972524204114
2,pct_renter_occupied,0.04620964079500187
47,renter_occupied_households_pct_change_5yr,0.04181714435918162
32,pct_renter_occupied_avg_5yr,0.03976656464434224
17,population_avg_5yr,0.03469042964747281
0,population,0.03274257978814939
24,pct_af_am_avg_5yr,0.03151552217695799
20,median_household_income_avg_5yr,0.03107871258148684
21,median_property_value_avg_5yr,0.02520239699820278
23,pct_white_avg_5yr,0.024559262839363254
15,median_household_income,0.02354216120089901
16,median_property_value,0.022526729994266352
19,median_gross_rent_avg_5yr,0.020693214703352714
4,pct_af_am,0.020651806912735736
22,rent_burden_avg_5yr,0.019989500142055142
18,poverty_rate_avg_5yr,0.01904776262270115
3,pct_white,0.017860052783451076
25,pct_hispanic_avg_5yr,0.015173802109750304
29,pct_multiple_avg_5yr,0.014967245512230587
37,median_property_value_pct_change_5yr,0.014401809518046059
12,avg_hh_size,0.013629281850245796
1,poverty_rate,0.01295422933499403
34,poverty_rate_pct_change_5yr,0.012592021470022297
39,pct_white_pct_change_5yr,0.012549768119014218
27,pct_asian_avg_5yr,0.011437026273171691
26,pct_am_ind_avg_5yr,0.011112215485143859
48,pct_renter_occupied_pct_change_5yr,0.010961074485031405
14,median_gross_rent,0.01095049668879887
36,median_household_income_pct_change_5yr,0.010936241520391075
33,population_pct_change_5yr,0.010383607636279263
5,pct_hispanic,0.009428978366172002
13,rent_burden,0.009417432150454598
35,median_gross_rent_pct_change_5yr,0.008388344336485965
38,rent_burden_pct_change_5yr,0.007551572991664399
30,pct_other_avg_5yr,0.00691770762734609
7,pct_asian,0.006704194767642296
9,pct_multiple,0.006673295120358873
41,pct_hispanic_pct_change_5yr,0.006181532806962688
40,pct_af_am_pct_change_5yr,0.006080511696491452
45,pct_multiple_pct_change_5yr,0.005127037639995116
43,pct_asian_pct_change_5yr,0.004341986561044615
28,pct_nh_pi_avg_5yr,0.003948625562623567
42,pct_am_ind_pct_change_5yr,0.003880948979093674
6,pct_am_ind,0.0036767451841906613
10,pct_other,0.003418972025506629
46,pct_other_pct_change_5yr,0.0029754845639701605
44,pct_nh_pi_pct_change_5yr,0.0017586521581441509
8,pct_nh_pi,0.0017139117201208714
