,feature,feature_importances
31,renter_occupied_households_avg_5yr,0.08646077947153985
11,renter_occupied_households,0.08471551506052373
4,pct_af_am,0.06780580515042214
24,pct_af_am_avg_5yr,0.061465448075462226
32,pct_renter_occupied_avg_5yr,0.049213415881076986
2,pct_renter_occupied,0.041345276301118526
21,median_property_value_avg_5yr,0.03306179516357727
17,population_avg_5yr,0.030763278187890403
0,population,0.027969267389024353
15,median_household_income,0.027421885394868405
20,median_household_income_avg_5yr,0.027369548900859318
16,median_property_value,0.02620294979175402
23,pct_white_avg_5yr,0.025145877142982002
25,pct_hispanic_avg_5yr,0.024509546967374368
47,renter_occupied_households_pct_change_5yr,0.022698145650782015
18,poverty_rate_avg_5yr,0.020681214317397566
3,pct_white,0.02049166689318107
5,pct_hispanic,0.017481369410076684
27,pct_asian_avg_5yr,0.01638448714224917
19,median_gross_rent_avg_5yr,0.016099512900386085
12,avg_hh_size,0.015571594601615557
40,pct_af_am_pct_change_5yr,0.015151461868801484
22,rent_burden_avg_5yr,0.015142006529307169
1,poverty_rate,0.014923377890933946
14,median_gross_rent,0.01377616277594248
29,pct_multiple_avg_5yr,0.013724073159029822
13,rent_burden,0.012887177298010657
33,population_pct_change_5yr,0.012775435580339514
48,pct_renter_occupied_pct_change_5yr,0.012761477442019734
37,median_property_value_pct_change_5yr,0.011981626652953312
35,median_gross_rent_pct_change_5yr,0.011874982269686734
36,median_household_income_pct_change_5yr,0.011546140369617779
38,rent_burden_pct_change_5yr,0.011193980053998676
39,pct_white_pct_change_5yr,0.010512577509715841
34,poverty_rate_pct_change_5yr,0.01047365676646381
41,pct_hispanic_pct_change_5yr,0.010162812379125257
26,pct_am_ind_avg_5yr,0.00992357097672778
7,pct_asian,0.009811046803267599
30,pct_other_avg_5yr,0.009501108314673856
9,pct_multiple,0.007439966914902708
43,pct_asian_pct_change_5yr,0.00672253990492555
45,pct_multiple_pct_change_5yr,0.005468431753053361
28,pct_nh_pi_avg_5yr,0.004281332642974479
46,pct_other_pct_change_5yr,0.003409173864689557
6,pct_am_ind,0.003295247743409306
10,pct_other,0.002958820694094871
42,pct_am_ind_pct_change_5yr,0.0029170633555031028
44,pct_nh_pi_pct_change_5yr,0.0016464058514169284
8,pct_nh_pi,0.0008799628402528652
