,feature,feature_importances
9,eviction_filings_avg_5yr_lag,0.10909802020933125
5,eviction_filings_avg_3yr_lag,0.09980989205966251
0,eviction_filings_lag,0.09694533972470866
1,evictions_lag,0.06889358923439502
6,evictions_avg_3yr_lag,0.03649806866768293
77,eviction_filings_lag_tr,0.03170021859004386
10,evictions_avg_5yr_lag,0.030330144791959696
86,eviction_filings_avg_5yr_lag_tr,0.03022349179700089
82,eviction_filings_avg_3yr_lag_tr,0.017624909655661495
78,evictions_lag_tr,0.014551655720069894
36,pct_af_am_tr,0.013541696584613678
52,pct_af_am_avg_5yr_tr,0.011438004249338947
32,median_household_income_tr,0.011312848447780988
60,pct_renter_occupied_avg_5yr_tr,0.009157692824104459
19,eviction_filings_pct_change_3yr_lag,0.008134329976578172
83,evictions_avg_3yr_lag_tr,0.007906205043229888
14,eviction_filings_pct_change_1yr_lag,0.007554729675390928
44,pct_renter_occupied_tr,0.007550976450385126
4,conversion_rate_lag,0.0074417680285515765
46,poverty_rate_avg_5yr_tr,0.007280015594741549
24,eviction_filings_pct_change_5yr_lag,0.007126393316185841
51,pct_white_avg_5yr_tr,0.007117791926919704
3,eviction_filing_rate_lag,0.0068663664454616125
87,evictions_avg_5yr_lag_tr,0.00672603108599396
49,median_property_value_avg_5yr_tr,0.00661397450133103
43,renter_occupied_households_tr,0.006394550049950853
2,eviction_rate_lag,0.006394223290843841
48,median_household_income_avg_5yr_tr,0.006382632247342396
96,eviction_filings_pct_change_3yr_lag_tr,0.006362585381305653
75,renter_occupied_households_pct_change_5yr_tr,0.0063151384335881754
79,eviction_rate_lag_tr,0.0062419220902163695
80,eviction_filing_rate_lag_tr,0.0061724219762526854
45,population_avg_5yr_tr,0.005940009434615455
35,pct_white_tr,0.005891046840176435
101,eviction_filings_pct_change_5yr_lag_tr,0.005882292950754383
91,eviction_filings_pct_change_1yr_lag_tr,0.0056523060371775355
59,renter_occupied_households_avg_5yr_tr,0.005616899470225102
53,pct_hispanic_avg_5yr_tr,0.005567767589871998
30,poverty_rate_tr,0.00541649691884365
62,poverty_rate_pct_change_5yr_tr,0.0053826047689142075
33,median_property_value_tr,0.00534097837756277
47,median_gross_rent_avg_5yr_tr,0.005294850483623583
29,population_tr,0.00528031058566455
68,pct_af_am_pct_change_5yr_tr,0.005261829268553297
61,population_pct_change_5yr_tr,0.005261803254043597
90,conversion_rate_avg_5yr_lag_tr,0.0052166619428796746
57,pct_multiple_avg_5yr_tr,0.005084776259759234
31,median_gross_rent_tr,0.005050285217659437
65,median_property_value_pct_change_5yr_tr,0.004966390339994698
76,pct_renter_occupied_pct_change_5yr_tr,0.00495143564705507
66,rent_burden_pct_change_5yr_tr,0.004895234775832411
81,conversion_rate_lag_tr,0.004886653892253866
50,rent_burden_avg_5yr_tr,0.004862471316683485
37,pct_hispanic_tr,0.004827383317693671
17,eviction_filing_rate_pct_change_1yr_lag,0.004755536406553566
67,pct_white_pct_change_5yr_tr,0.004740092916731779
34,rent_burden_tr,0.004712785543798937
64,median_household_income_pct_change_5yr_tr,0.004644507893725424
69,pct_hispanic_pct_change_5yr_tr,0.004585439508484309
13,conversion_rate_avg_5yr_lag,0.004565059380931037
55,pct_asian_avg_5yr_tr,0.004529412976582408
18,conversion_rate_pct_change_1yr_lag,0.004528876543826278
63,median_gross_rent_pct_change_5yr_tr,0.004492575367811886
58,pct_other_avg_5yr_tr,0.004218254989127756
95,conversion_rate_pct_change_1yr_lag_tr,0.004204794531922191
7,eviction_rate_avg_3yr_lag,0.004173531682422054
16,eviction_rate_pct_change_1yr_lag,0.004170406750379184
8,eviction_filing_rate_avg_3yr_lag,0.0041482796921872575
12,eviction_filing_rate_avg_5yr_lag,0.004101990613411139
85,eviction_filing_rate_avg_3yr_lag_tr,0.004063613957481499
54,pct_am_ind_avg_5yr_tr,0.003980758604977662
21,eviction_rate_pct_change_3yr_lag,0.003939542994598208
89,eviction_filing_rate_avg_5yr_lag_tr,0.003938067769356356
23,conversion_rate_pct_change_3yr_lag,0.003841785016538814
93,eviction_rate_pct_change_1yr_lag_tr,0.0038417284390627328
22,eviction_filing_rate_pct_change_3yr_lag,0.0037009391866720744
100,conversion_rate_pct_change_3yr_lag_tr,0.0036782283447908955
11,eviction_rate_avg_5yr_lag,0.003632332201921343
94,eviction_filing_rate_pct_change_1yr_lag_tr,0.0036253468524815816
71,pct_asian_pct_change_5yr_tr,0.003617914200222128
73,pct_multiple_pct_change_5yr_tr,0.003564692220939218
39,pct_asian_tr,0.0035613365128100965
98,eviction_rate_pct_change_3yr_lag_tr,0.0035285426707428696
15,evictions_pct_change_1yr_lag,0.003526189822184316
84,eviction_rate_avg_3yr_lag_tr,0.0035110021528654035
88,eviction_rate_avg_5yr_lag_tr,0.003497606219095278
41,pct_multiple_tr,0.003345154185033595
99,eviction_filing_rate_pct_change_3yr_lag_tr,0.0032302187087966294
92,evictions_pct_change_1yr_lag_tr,0.0032187215325565517
20,evictions_pct_change_3yr_lag,0.0031528915385722455
97,evictions_pct_change_3yr_lag_tr,0.003088337531962413
28,conversion_rate_pct_change_5yr_lag,0.002903723649531198
27,eviction_filing_rate_pct_change_5yr_lag,0.002708449828167622
105,conversion_rate_pct_change_5yr_lag_tr,0.0026824179552369853
102,evictions_pct_change_5yr_lag_tr,0.0026302014798285783
26,eviction_rate_pct_change_5yr_lag,0.002573502660089105
103,eviction_rate_pct_change_5yr_lag_tr,0.0025549779310698566
56,pct_nh_pi_avg_5yr_tr,0.0024071054521525807
104,eviction_filing_rate_pct_change_5yr_lag_tr,0.002403420371699627
42,pct_other_tr,0.0021740247313126264
74,pct_other_pct_change_5yr_tr,0.002137542191460491
25,evictions_pct_change_5yr_lag,0.0021108522327348183
38,pct_am_ind_tr,0.0018963174060267127
70,pct_am_ind_pct_change_5yr_tr,0.0014862419545711547
72,pct_nh_pi_pct_change_5yr_tr,0.000801788663404707
40,pct_nh_pi_tr,0.0006348212706949814
