,feature,feature_importances
31,renter_occupied_households_avg_5yr,0.1156230665320142
11,renter_occupied_households,0.11284173107225047
24,pct_af_am_avg_5yr,0.0894477845593601
4,pct_af_am,0.07984598801616412
2,pct_renter_occupied,0.05400718707099962
32,pct_renter_occupied_avg_5yr,0.05377395432625058
20,median_household_income_avg_5yr,0.030390199477144542
3,pct_white,0.02975232637745276
21,median_property_value_avg_5yr,0.029598877379248066
17,population_avg_5yr,0.02940257734493146
23,pct_white_avg_5yr,0.029012484521206656
0,population,0.02801637331396134
16,median_property_value,0.026311279404259223
15,median_household_income,0.02560030930399293
25,pct_hispanic_avg_5yr,0.02460523052693756
5,pct_hispanic,0.01770943058702338
18,poverty_rate_avg_5yr,0.01694828592293859
47,renter_occupied_households_pct_change_5yr,0.014664141992175396
27,pct_asian_avg_5yr,0.012564429506547436
1,poverty_rate,0.012494645928380864
40,pct_af_am_pct_change_5yr,0.011126057371894064
12,avg_hh_size,0.01089526902689926
13,rent_burden,0.009576288740689543
19,median_gross_rent_avg_5yr,0.00940982955520247
22,rent_burden_avg_5yr,0.009093234758950236
14,median_gross_rent,0.009061283726864978
48,pct_renter_occupied_pct_change_5yr,0.008458498341160007
7,pct_asian,0.008141698286139004
39,pct_white_pct_change_5yr,0.007866000949155154
33,population_pct_change_5yr,0.0075344291713926
37,median_property_value_pct_change_5yr,0.007002193964410252
36,median_household_income_pct_change_5yr,0.006842275982140247
29,pct_multiple_avg_5yr,0.006247560128917016
38,rent_burden_pct_change_5yr,0.006194152317531097
34,poverty_rate_pct_change_5yr,0.006123135753866905
35,median_gross_rent_pct_change_5yr,0.006003186387865674
41,pct_hispanic_pct_change_5yr,0.005809476860916591
26,pct_am_ind_avg_5yr,0.005621731084582685
30,pct_other_avg_5yr,0.004928565221273767
9,pct_multiple,0.003912156546429657
43,pct_asian_pct_change_5yr,0.003696681048280125
45,pct_multiple_pct_change_5yr,0.0030076906184535413
28,pct_nh_pi_avg_5yr,0.0025905500350549963
6,pct_am_ind,0.0019541132527150025
46,pct_other_pct_change_5yr,0.0017962980328123347
42,pct_am_ind_pct_change_5yr,0.0017493985307805685
10,pct_other,0.0015504054183473374
44,pct_nh_pi_pct_change_5yr,0.0006180908224092861
8,pct_nh_pi,0.0005794449016262735
