,feature,feature_importances
11,renter_occupied_households,0.129420099572736
31,renter_occupied_households_avg_5yr,0.12516400407588005
24,pct_af_am_avg_5yr,0.11146444278356782
4,pct_af_am,0.08600634413789837
32,pct_renter_occupied_avg_5yr,0.053110323312144346
2,pct_renter_occupied,0.04295389401927882
21,median_property_value_avg_5yr,0.03136131122550137
16,median_property_value,0.02846763530888442
15,median_household_income,0.028352655742845404
0,population,0.027677942254680815
17,population_avg_5yr,0.027579280487235586
23,pct_white_avg_5yr,0.026623180853576657
3,pct_white,0.02636960269191513
20,median_household_income_avg_5yr,0.02471425623859382
25,pct_hispanic_avg_5yr,0.015851267243920154
5,pct_hispanic,0.01541868078942028
47,renter_occupied_households_pct_change_5yr,0.014295490867167466
18,poverty_rate_avg_5yr,0.01290676139741911
12,avg_hh_size,0.010611306663133271
40,pct_af_am_pct_change_5yr,0.010550945443790276
27,pct_asian_avg_5yr,0.010361840573714061
14,median_gross_rent,0.008813133064832411
1,poverty_rate,0.008759386523588382
19,median_gross_rent_avg_5yr,0.008509100415470275
22,rent_burden_avg_5yr,0.008094621317232159
33,population_pct_change_5yr,0.007781625182994292
13,rent_burden,0.007761704023196682
48,pct_renter_occupied_pct_change_5yr,0.0075512502235041135
37,median_property_value_pct_change_5yr,0.006541442064488854
29,pct_multiple_avg_5yr,0.0064583849524420655
36,median_household_income_pct_change_5yr,0.006275387183964582
7,pct_asian,0.006192870383038043
35,median_gross_rent_pct_change_5yr,0.006055080343489088
38,rent_burden_pct_change_5yr,0.006007955257752403
39,pct_white_pct_change_5yr,0.005673202432054395
41,pct_hispanic_pct_change_5yr,0.005662677407560957
26,pct_am_ind_avg_5yr,0.005057398887456963
34,poverty_rate_pct_change_5yr,0.004626728434294837
30,pct_other_avg_5yr,0.004611514020511133
9,pct_multiple,0.0037233860160212702
43,pct_asian_pct_change_5yr,0.0034962203169495577
45,pct_multiple_pct_change_5yr,0.003129718401732909
28,pct_nh_pi_avg_5yr,0.0023996862769825214
6,pct_am_ind,0.001637697802230626
46,pct_other_pct_change_5yr,0.0015751568665914068
10,pct_other,0.001509516646890248
42,pct_am_ind_pct_change_5yr,0.0014803821773890326
44,pct_nh_pi_pct_change_5yr,0.0008073208669872632
8,pct_nh_pi,0.0005461868270503883
