,feature,feature_importances
31,renter_occupied_households_avg_5yr,0.029120972773638745
47,renter_occupied_households_pct_change_5yr,0.02898164404337103
11,renter_occupied_households,0.027762773774678454
17,population_avg_5yr,0.027519223453452778
33,population_pct_change_5yr,0.02705926458090681
12,avg_hh_size,0.027005643239178197
48,pct_renter_occupied_pct_change_5yr,0.026199868738998985
36,median_household_income_pct_change_5yr,0.026095142048455804
21,median_property_value_avg_5yr,0.025944821042802303
18,poverty_rate_avg_5yr,0.02591936420981948
0,population,0.025792483018069336
32,pct_renter_occupied_avg_5yr,0.025672721816222866
29,pct_multiple_avg_5yr,0.02529878006946016
25,pct_hispanic_avg_5yr,0.025158262301594167
19,median_gross_rent_avg_5yr,0.024992245798501497
20,median_household_income_avg_5yr,0.024822689627825724
37,median_property_value_pct_change_5yr,0.024775239132616214
2,pct_renter_occupied,0.02460954663589646
16,median_property_value,0.024511533351211336
22,rent_burden_avg_5yr,0.024391356316871848
24,pct_af_am_avg_5yr,0.024108227814477017
39,pct_white_pct_change_5yr,0.024105419146118655
15,median_household_income,0.023864604125169744
23,pct_white_avg_5yr,0.023704619677733713
35,median_gross_rent_pct_change_5yr,0.022834478610866942
38,rent_burden_pct_change_5yr,0.022224004938348977
26,pct_am_ind_avg_5yr,0.021715407568671807
27,pct_asian_avg_5yr,0.02142854062720369
13,rent_burden,0.021153439723915292
14,median_gross_rent,0.021132249809106926
3,pct_white,0.02096750616009442
1,poverty_rate,0.020076288381140284
34,poverty_rate_pct_change_5yr,0.01948829481210189
40,pct_af_am_pct_change_5yr,0.01936391472635176
41,pct_hispanic_pct_change_5yr,0.018614106241013118
5,pct_hispanic,0.01853080950103088
4,pct_af_am,0.017854187007130835
9,pct_multiple,0.01646068571563089
30,pct_other_avg_5yr,0.01503433604422362
45,pct_multiple_pct_change_5yr,0.014119847810201463
43,pct_asian_pct_change_5yr,0.013931761454468833
7,pct_asian,0.01388583865336093
6,pct_am_ind,0.008550919379162341
28,pct_nh_pi_avg_5yr,0.008538082385685222
42,pct_am_ind_pct_change_5yr,0.008495175255563973
46,pct_other_pct_change_5yr,0.006289224850877679
10,pct_other,0.005721443088444503
44,pct_nh_pi_pct_change_5yr,0.0036137467842882664
8,pct_nh_pi,0.002559263734044112
