,feature,feature_importances
1,evictions_lag,0.17688469258957626
6,evictions_avg_3yr_lag,0.13627129997515539
10,evictions_avg_5yr_lag,0.13274775412175527
0,eviction_filings_lag,0.11338589699998039
5,eviction_filings_avg_3yr_lag,0.08522405199289018
9,eviction_filings_avg_5yr_lag,0.07908662016409891
8,eviction_filing_rate_avg_3yr_lag,0.02816270799047653
2,eviction_rate_lag,0.027300502659072908
12,eviction_filing_rate_avg_5yr_lag,0.026138707241138467
7,eviction_rate_avg_3yr_lag,0.023844389854724958
11,eviction_rate_avg_5yr_lag,0.02298002743036287
3,eviction_filing_rate_lag,0.01647996839778902
4,conversion_rate_lag,0.013605369592102658
13,conversion_rate_avg_5yr_lag,0.009398194784200927
19,eviction_filings_pct_change_3yr_lag,0.00841797819321014
16,eviction_rate_pct_change_1yr_lag,0.008407695038527683
22,eviction_filing_rate_pct_change_3yr_lag,0.008339904563965906
14,eviction_filings_pct_change_1yr_lag,0.008333578845519145
17,eviction_filing_rate_pct_change_1yr_lag,0.008142349106402328
21,eviction_rate_pct_change_3yr_lag,0.007800363878957718
20,evictions_pct_change_3yr_lag,0.007649085737621958
15,evictions_pct_change_1yr_lag,0.006986116224643104
18,conversion_rate_pct_change_1yr_lag,0.0066864953324455075
27,eviction_filing_rate_pct_change_5yr_lag,0.006644382556145055
24,eviction_filings_pct_change_5yr_lag,0.006584559379602912
23,conversion_rate_pct_change_3yr_lag,0.006550249387691672
26,eviction_rate_pct_change_5yr_lag,0.006364770678311444
28,conversion_rate_pct_change_5yr_lag,0.005955741700888933
25,evictions_pct_change_5yr_lag,0.00562654558274175
