,feature,feature_importances
31,renter_occupied_households_avg_5yr,0.12025564483593194
11,renter_occupied_households,0.1047872365072002
2,pct_renter_occupied,0.07826727214956386
32,pct_renter_occupied_avg_5yr,0.06696211817002695
24,pct_af_am_avg_5yr,0.06346284591057215
4,pct_af_am,0.057102520271894434
23,pct_white_avg_5yr,0.04120301424322547
3,pct_white,0.024995995546267493
15,median_household_income,0.019124955807579037
20,median_household_income_avg_5yr,0.01873732387664161
21,median_property_value_avg_5yr,0.018457698311659446
18,poverty_rate_avg_5yr,0.01766927611263226
0,population,0.01743132036333385
17,population_avg_5yr,0.016960724637384267
16,median_property_value,0.015469283765664121
1,poverty_rate,0.013796864753840706
40,pct_af_am_pct_change_5yr,0.011240815690475756
47,renter_occupied_households_pct_change_5yr,0.010814770216960055
29,pct_multiple_avg_5yr,0.010799685859376145
14,median_gross_rent,0.009808508628138984
39,pct_white_pct_change_5yr,0.009040324869203278
52,total_bldg_avg_3yr,0.008922368115758033
25,pct_hispanic_avg_5yr,0.008815817062731934
19,median_gross_rent_avg_5yr,0.00872999137274035
5,pct_hispanic,0.008690241000476502
56,total_units_avg_5yr,0.008417893609212914
12,avg_hh_size,0.008305135489644368
22,rent_burden_avg_5yr,0.008297155676901856
37,median_property_value_pct_change_5yr,0.008042011341750272
53,total_units_avg_3yr,0.007780244918355689
51,total_value,0.007671121681808166
55,total_bldg_avg_5yr,0.007600869683170518
54,total_value_avg_3yr,0.0075852454560805796
49,total_bldg,0.00748416111913096
9,pct_multiple,0.007455691497449723
66,total_value_pct_change_5yr,0.007451632904041021
63,total_value_pct_change_3yr,0.007303775682748651
13,rent_burden,0.007293654690521111
50,total_units,0.007197216356398404
34,poverty_rate_pct_change_5yr,0.007179250851578853
57,total_value_avg_5yr,0.007176969099984419
60,total_value_pct_change_1yr,0.007146520233781625
33,population_pct_change_5yr,0.006988263385744574
48,pct_renter_occupied_pct_change_5yr,0.006912269378180917
27,pct_asian_avg_5yr,0.006625756293235053
38,rent_burden_pct_change_5yr,0.006612225312121447
36,median_household_income_pct_change_5yr,0.00631237278718779
30,pct_other_avg_5yr,0.006106997878497783
35,median_gross_rent_pct_change_5yr,0.005862188821401646
26,pct_am_ind_avg_5yr,0.005461980828199343
7,pct_asian,0.005032784290406204
41,pct_hispanic_pct_change_5yr,0.004673614740684066
45,pct_multiple_pct_change_5yr,0.003914725040559354
43,pct_asian_pct_change_5yr,0.0033091674572687697
6,pct_am_ind,0.0027302317823292553
69,urban,0.002448408846154198
42,pct_am_ind_pct_change_5yr,0.0024191536525215523
28,pct_nh_pi_avg_5yr,0.0022934579621031958
10,pct_other,0.0016713789082815442
46,pct_other_pct_change_5yr,0.0016149306113849807
68,div_enc,0.0013838805445706168
67,div_sa,0.0013691725388222423
44,pct_nh_pi_pct_change_5yr,0.0011502105140161717
65,total_units_pct_change_5yr,0.0009305643994443543
8,pct_nh_pi,0.0008589420442005009
62,total_units_pct_change_3yr,0.0007368295889888691
59,total_units_pct_change_1yr,0.0004965686613448543
64,total_bldg_pct_change_5yr,0.0004710964293062515
61,total_bldg_pct_change_3yr,0.00045102402408625443
58,total_bldg_pct_change_1yr,0.0002266349071202716
