,feature,feature_importances
17,eviction_filing_rate_pct_change_1yr_lag,0.09987661442738849
15,evictions_pct_change_1yr_lag,0.07616384266945425
16,eviction_rate_pct_change_1yr_lag,0.07519887267459106
22,eviction_filing_rate_pct_change_3yr_lag,0.05995243241875465
20,evictions_pct_change_3yr_lag,0.05829073710949664
21,eviction_rate_pct_change_3yr_lag,0.05344603983135012
4,conversion_rate_lag,0.038973067454351105
18,conversion_rate_pct_change_1yr_lag,0.036702903261262514
27,eviction_filing_rate_pct_change_5yr_lag,0.033735044480018295
25,evictions_pct_change_5yr_lag,0.031305749446241184
3,eviction_filing_rate_lag,0.03067409053619359
2,eviction_rate_lag,0.030356365668839275
26,eviction_rate_pct_change_5yr_lag,0.027058393577556173
9,eviction_filings_avg_5yr_lag,0.02326350445572898
5,eviction_filings_avg_3yr_lag,0.020797836044972415
10,evictions_avg_5yr_lag,0.018689127821938413
14,eviction_filings_pct_change_1yr_lag,0.01843372901202218
23,conversion_rate_pct_change_3yr_lag,0.015129588618203203
6,evictions_avg_3yr_lag,0.013779714856241427
1,evictions_lag,0.01362215276187538
86,eviction_filings_avg_5yr_lag_tr,0.009929145702911446
28,conversion_rate_pct_change_5yr_lag,0.009582870682294407
82,eviction_filings_avg_3yr_lag_tr,0.009186532702438547
19,eviction_filings_pct_change_3yr_lag,0.0077965964600727085
77,eviction_filings_lag_tr,0.0056941474966272975
0,eviction_filings_lag,0.005444937240296762
93,eviction_rate_pct_change_1yr_lag_tr,0.005252594836917028
83,evictions_avg_3yr_lag_tr,0.005191363798307294
87,evictions_avg_5yr_lag_tr,0.004997310360178652
8,eviction_filing_rate_avg_3yr_lag,0.004984139520759082
7,eviction_rate_avg_3yr_lag,0.004920523994797678
24,eviction_filings_pct_change_5yr_lag,0.004880963412712213
81,conversion_rate_lag_tr,0.004699498624164237
80,eviction_filing_rate_lag_tr,0.004603423330588146
79,eviction_rate_lag_tr,0.004572353311048232
12,eviction_filing_rate_avg_5yr_lag,0.004389942341569162
88,eviction_rate_avg_5yr_lag_tr,0.004375448145826376
90,conversion_rate_avg_5yr_lag_tr,0.004085209883679415
11,eviction_rate_avg_5yr_lag,0.004048581584064319
97,evictions_pct_change_3yr_lag_tr,0.003918236725726367
85,eviction_filing_rate_avg_3yr_lag_tr,0.003914671234667429
89,eviction_filing_rate_avg_5yr_lag_tr,0.003846847264655268
84,eviction_rate_avg_3yr_lag_tr,0.003790109786758923
13,conversion_rate_avg_5yr_lag,0.0037730331013537117
78,evictions_lag_tr,0.003614371943582772
104,eviction_filing_rate_pct_change_5yr_lag_tr,0.003301493315195379
98,eviction_rate_pct_change_3yr_lag_tr,0.0032486621132454176
62,poverty_rate_pct_change_5yr_tr,0.0030494650678594454
48,median_household_income_avg_5yr_tr,0.0029321708754222638
32,median_household_income_tr,0.002931658181735777
52,pct_af_am_avg_5yr_tr,0.0029044291507631047
92,evictions_pct_change_1yr_lag_tr,0.0028764416216145792
33,median_property_value_tr,0.0027700736484679517
49,median_property_value_avg_5yr_tr,0.002717294143690658
99,eviction_filing_rate_pct_change_3yr_lag_tr,0.0026907652708111148
102,evictions_pct_change_5yr_lag_tr,0.002678343902285581
36,pct_af_am_tr,0.002612465414622152
