,feature,feature_importances
1,evictions_lag,0.18344833415125017
10,evictions_avg_5yr_lag,0.1594558253323468
6,evictions_avg_3yr_lag,0.12238066111295791
0,eviction_filings_lag,0.08455138619339143
9,eviction_filings_avg_5yr_lag,0.07294883839550308
5,eviction_filings_avg_3yr_lag,0.055327535012084546
11,eviction_rate_avg_5yr_lag,0.03147348290359397
12,eviction_filing_rate_avg_5yr_lag,0.02721422402475814
2,eviction_rate_lag,0.024361993001759688
3,eviction_filing_rate_lag,0.020352718606094375
7,eviction_rate_avg_3yr_lag,0.019979595626551827
4,conversion_rate_lag,0.016505861882545006
8,eviction_filing_rate_avg_3yr_lag,0.015724939274193786
13,conversion_rate_avg_5yr_lag,0.013013704340500141
19,eviction_filings_pct_change_3yr_lag,0.01296469914496785
14,eviction_filings_pct_change_1yr_lag,0.011571028485147981
21,eviction_rate_pct_change_3yr_lag,0.011007317345423795
17,eviction_filing_rate_pct_change_1yr_lag,0.010952564817639532
22,eviction_filing_rate_pct_change_3yr_lag,0.01086363299817506
16,eviction_rate_pct_change_1yr_lag,0.01069796035167674
18,conversion_rate_pct_change_1yr_lag,0.010646043681298137
24,eviction_filings_pct_change_5yr_lag,0.009853510642037561
27,eviction_filing_rate_pct_change_5yr_lag,0.009799934746591864
26,eviction_rate_pct_change_5yr_lag,0.00967772918520768
23,conversion_rate_pct_change_3yr_lag,0.00941771330432606
20,evictions_pct_change_3yr_lag,0.00928485273487782
28,conversion_rate_pct_change_5yr_lag,0.009126194542851105
15,evictions_pct_change_1yr_lag,0.00909073715450643
25,evictions_pct_change_5yr_lag,0.008306981007741458
