,feature,feature_importances
49,evictions_lag_tr,0.09800934456192455
54,evictions_avg_3yr_lag_tr,0.07709761491397848
57,eviction_filings_avg_5yr_lag_tr,0.06547654984219392
53,eviction_filings_avg_3yr_lag_tr,0.06409934612553699
58,evictions_avg_5yr_lag_tr,0.06174762298926391
48,eviction_filings_lag_tr,0.05627717138437622
59,eviction_rate_avg_5yr_lag_tr,0.03932457033156723
51,eviction_filing_rate_lag_tr,0.032821877365910426
60,eviction_filing_rate_avg_5yr_lag_tr,0.031174303084604692
56,eviction_filing_rate_avg_3yr_lag_tr,0.029426362035010957
50,eviction_rate_lag_tr,0.026478386010811216
31,pct_renter_occupied_avg_5yr_tr,0.026274551457894386
55,eviction_rate_avg_3yr_lag_tr,0.025756721615116763
15,pct_renter_occupied_tr,0.02021098211156534
7,pct_af_am_tr,0.01852378427665448
14,renter_occupied_households_tr,0.016542689269273596
30,renter_occupied_households_avg_5yr_tr,0.01592445825436695
6,pct_white_tr,0.01178595527459575
17,poverty_rate_avg_5yr_tr,0.00978267048862303
19,median_household_income_avg_5yr_tr,0.009305827847431378
22,pct_white_avg_5yr_tr,0.008390619759736272
23,pct_af_am_avg_5yr_tr,0.007748463117760972
16,population_avg_5yr_tr,0.007593942148292552
0,population_tr,0.0070876797662782435
3,median_household_income_tr,0.006791653760315058
52,conversion_rate_lag_tr,0.006442789247841225
61,conversion_rate_avg_5yr_lag_tr,0.006237656960437492
38,pct_white_pct_change_5yr_tr,0.00609802779944057
21,rent_burden_avg_5yr_tr,0.005686886921080695
68,evictions_pct_change_3yr_lag_tr,0.005680823438171067
36,median_property_value_pct_change_5yr_tr,0.005519771797554153
1,poverty_rate_tr,0.005467244266217119
69,eviction_rate_pct_change_3yr_lag_tr,0.0053664974878458215
70,eviction_filing_rate_pct_change_3yr_lag_tr,0.005295966480243744
4,median_property_value_tr,0.005279309983346222
20,median_property_value_avg_5yr_tr,0.005261625052289713
67,eviction_filings_pct_change_3yr_lag_tr,0.005252115558521361
28,pct_multiple_avg_5yr_tr,0.00519281626255999
18,median_gross_rent_avg_5yr_tr,0.0051624159721938125
12,pct_multiple_tr,0.005105878766319761
35,median_household_income_pct_change_5yr_tr,0.005069527486259674
46,renter_occupied_households_pct_change_5yr_tr,0.00504550479063873
32,population_pct_change_5yr_tr,0.005011838454978026
2,median_gross_rent_tr,0.0050048277774429415
37,rent_burden_pct_change_5yr_tr,0.004822248147969546
64,eviction_rate_pct_change_1yr_lag_tr,0.004815804456176141
24,pct_hispanic_avg_5yr_tr,0.004776277644487546
47,pct_renter_occupied_pct_change_5yr_tr,0.0047102626747707824
73,evictions_pct_change_5yr_lag_tr,0.0046973843505492795
26,pct_asian_avg_5yr_tr,0.004666224853116257
66,conversion_rate_pct_change_1yr_lag_tr,0.004518229301911467
33,poverty_rate_pct_change_5yr_tr,0.004465637976209067
34,median_gross_rent_pct_change_5yr_tr,0.004445967174463259
72,eviction_filings_pct_change_5yr_lag_tr,0.004441944504814071
75,eviction_filing_rate_pct_change_5yr_lag_tr,0.004435474211732766
5,rent_burden_tr,0.004414628467804538
62,eviction_filings_pct_change_1yr_lag_tr,0.004303647532845139
8,pct_hispanic_tr,0.004299649859858192
76,conversion_rate_pct_change_5yr_lag_tr,0.00412505941243415
74,eviction_rate_pct_change_5yr_lag_tr,0.004115951094276759
39,pct_af_am_pct_change_5yr_tr,0.004053195161303269
71,conversion_rate_pct_change_3yr_lag_tr,0.004005001328144291
29,pct_other_avg_5yr_tr,0.003983513980907172
65,eviction_filing_rate_pct_change_1yr_lag_tr,0.003982705732816795
63,evictions_pct_change_1yr_lag_tr,0.003914870090660808
40,pct_hispanic_pct_change_5yr_tr,0.003780062262143851
25,pct_am_ind_avg_5yr_tr,0.0037285500247284937
10,pct_asian_tr,0.003562640148868733
44,pct_multiple_pct_change_5yr_tr,0.0035335307822425416
42,pct_asian_pct_change_5yr_tr,0.0033779853015422122
9,pct_am_ind_tr,0.00272975004465679
27,pct_nh_pi_avg_5yr_tr,0.0024537683942497117
13,pct_other_tr,0.0021515380039836187
41,pct_am_ind_pct_change_5yr_tr,0.0018900612778962034
45,pct_other_pct_change_5yr_tr,0.0018647627137908043
11,pct_nh_pi_tr,0.0011292396880531652
43,pct_nh_pi_pct_change_5yr_tr,0.0009697611041270891
