,feature,feature_importances
31,renter_occupied_households_avg_5yr,0.11840388628164368
11,renter_occupied_households,0.11390269999817455
32,pct_renter_occupied_avg_5yr,0.08438953286338977
2,pct_renter_occupied,0.062151117626186796
4,pct_af_am,0.060887656356063864
24,pct_af_am_avg_5yr,0.05462107603620445
3,pct_white,0.042700145163970256
23,pct_white_avg_5yr,0.037064386688646624
20,median_household_income_avg_5yr,0.027833558012366547
15,median_household_income,0.021394522773229445
17,population_avg_5yr,0.02123272320990837
0,population,0.0196964035383135
21,median_property_value_avg_5yr,0.01961442151306746
18,poverty_rate_avg_5yr,0.018867284943032227
16,median_property_value,0.016514331095852063
29,pct_multiple_avg_5yr,0.014998374229807973
1,poverty_rate,0.013963698671678975
47,renter_occupied_households_pct_change_5yr,0.013280696281386044
25,pct_hispanic_avg_5yr,0.013180029421230277
40,pct_af_am_pct_change_5yr,0.012567569676015697
39,pct_white_pct_change_5yr,0.012465510617217854
19,median_gross_rent_avg_5yr,0.011408112098356899
14,median_gross_rent,0.011398990062330003
5,pct_hispanic,0.011251978841951095
22,rent_burden_avg_5yr,0.010596413877104652
30,pct_other_avg_5yr,0.00998451432189602
12,avg_hh_size,0.009648571083027165
34,poverty_rate_pct_change_5yr,0.009471334843441266
37,median_property_value_pct_change_5yr,0.009441111755235501
13,rent_burden,0.009424634542629056
48,pct_renter_occupied_pct_change_5yr,0.009254448535743197
27,pct_asian_avg_5yr,0.009081593425883057
9,pct_multiple,0.008900482453173365
33,population_pct_change_5yr,0.00870695010517859
38,rent_burden_pct_change_5yr,0.0085386499177212
36,median_household_income_pct_change_5yr,0.008514280946550424
35,median_gross_rent_pct_change_5yr,0.008272605540106968
26,pct_am_ind_avg_5yr,0.007555898695098456
7,pct_asian,0.006171758181070679
41,pct_hispanic_pct_change_5yr,0.006010358353040118
45,pct_multiple_pct_change_5yr,0.004865035066225941
43,pct_asian_pct_change_5yr,0.003942007698237617
6,pct_am_ind,0.003465400315733947
10,pct_other,0.0031210749847749362
28,pct_nh_pi_avg_5yr,0.0030148234681745224
42,pct_am_ind_pct_change_5yr,0.002950103884920599
46,pct_other_pct_change_5yr,0.0027037678378547753
44,pct_nh_pi_pct_change_5yr,0.001525526818013581
8,pct_nh_pi,0.0010499473491399102
