,feature,feature_importances
31,renter_occupied_households_avg_5yr,0.04179281691967562
11,renter_occupied_households,0.03938419042193245
17,population_avg_5yr,0.03044628992343521
0,population,0.029389725366423605
32,pct_renter_occupied_avg_5yr,0.028618502565894086
20,median_household_income_avg_5yr,0.027780352963194494
15,median_household_income,0.027704810609424407
47,renter_occupied_households_pct_change_5yr,0.027508927310456975
25,pct_hispanic_avg_5yr,0.027045983581915824
2,pct_renter_occupied,0.026431935291587254
12,avg_hh_size,0.02579736982456511
33,population_pct_change_5yr,0.025663797367172253
21,median_property_value_avg_5yr,0.02488754288973329
48,pct_renter_occupied_pct_change_5yr,0.02481472352671927
18,poverty_rate_avg_5yr,0.024397431401131688
36,median_household_income_pct_change_5yr,0.024195863866886446
22,rent_burden_avg_5yr,0.024077879646394837
24,pct_af_am_avg_5yr,0.023860013313587704
16,median_property_value,0.02327851007355873
3,pct_white,0.022835368839375963
29,pct_multiple_avg_5yr,0.02239402135125869
37,median_property_value_pct_change_5yr,0.022381034742621268
19,median_gross_rent_avg_5yr,0.022308071644004394
5,pct_hispanic,0.021656626595220666
23,pct_white_avg_5yr,0.021642060104276436
26,pct_am_ind_avg_5yr,0.020962441200801832
35,median_gross_rent_pct_change_5yr,0.020343853315729462
39,pct_white_pct_change_5yr,0.020333860767798414
38,rent_burden_pct_change_5yr,0.020216775853808593
27,pct_asian_avg_5yr,0.02018205439260909
1,poverty_rate,0.018544366959502824
14,median_gross_rent,0.018084618043538114
34,poverty_rate_pct_change_5yr,0.01766161286376687
13,rent_burden,0.017430387694576138
41,pct_hispanic_pct_change_5yr,0.017085814285092343
4,pct_af_am,0.017021405913386977
40,pct_af_am_pct_change_5yr,0.01641930582277087
30,pct_other_avg_5yr,0.014848014062141188
9,pct_multiple,0.014678648183995422
7,pct_asian,0.0138037939593235
45,pct_multiple_pct_change_5yr,0.013253550747195118
43,pct_asian_pct_change_5yr,0.01141285310474431
6,pct_am_ind,0.009742653080185511
10,pct_other,0.007726817291794526
42,pct_am_ind_pct_change_5yr,0.00758760976526292
46,pct_other_pct_change_5yr,0.00749691588454177
28,pct_nh_pi_avg_5yr,0.007039757315419929
8,pct_nh_pi,0.004344599873645987
44,pct_nh_pi_pct_change_5yr,0.0034844394779215957
