,feature,feature_importances
64,eviction_rate_pct_change_1yr_lag_tr,0.03013731937970345
63,evictions_pct_change_1yr_lag_tr,0.029690696050112826
65,eviction_filing_rate_pct_change_1yr_lag_tr,0.026355859726600775
70,eviction_filing_rate_pct_change_3yr_lag_tr,0.020251728902585895
53,eviction_filings_avg_3yr_lag_tr,0.018072968591019197
74,eviction_rate_pct_change_5yr_lag_tr,0.018042491855132674
57,eviction_filings_avg_5yr_lag_tr,0.017331874794459367
75,eviction_filing_rate_pct_change_5yr_lag_tr,0.016519023817096908
68,evictions_pct_change_3yr_lag_tr,0.01622858353864925
54,evictions_avg_3yr_lag_tr,0.0161473223877951
69,eviction_rate_pct_change_3yr_lag_tr,0.01609000675440029
50,eviction_rate_lag_tr,0.015849882343898992
51,eviction_filing_rate_lag_tr,0.015648632000300974
60,eviction_filing_rate_avg_5yr_lag_tr,0.015514640264125927
55,eviction_rate_avg_3yr_lag_tr,0.015464744727378847
62,eviction_filings_pct_change_1yr_lag_tr,0.015452182688621436
59,eviction_rate_avg_5yr_lag_tr,0.015199948293960869
46,renter_occupied_households_pct_change_5yr_tr,0.01503980301050074
58,evictions_avg_5yr_lag_tr,0.01468529031099441
72,eviction_filings_pct_change_5yr_lag_tr,0.014515407113670458
19,median_household_income_avg_5yr_tr,0.014345183952471358
66,conversion_rate_pct_change_1yr_lag_tr,0.01411203738610044
73,evictions_pct_change_5yr_lag_tr,0.01406409870852968
61,conversion_rate_avg_5yr_lag_tr,0.013908377233926905
30,renter_occupied_households_avg_5yr_tr,0.01378738136144904
56,eviction_filing_rate_avg_3yr_lag_tr,0.01365459768431147
20,median_property_value_avg_5yr_tr,0.013467897456011388
3,median_household_income_tr,0.01346374326206986
4,median_property_value_tr,0.01343843476857886
14,renter_occupied_households_tr,0.013429969194074957
67,eviction_filings_pct_change_3yr_lag_tr,0.013383089470791344
17,poverty_rate_avg_5yr_tr,0.013351835090361506
52,conversion_rate_lag_tr,0.013185208501400847
18,median_gross_rent_avg_5yr_tr,0.013126263469489688
5,rent_burden_tr,0.013125528945031576
0,population_tr,0.01307986081401399
15,pct_renter_occupied_tr,0.013046554436955864
24,pct_hispanic_avg_5yr_tr,0.013015117416061699
31,pct_renter_occupied_avg_5yr_tr,0.012723123960861277
23,pct_af_am_avg_5yr_tr,0.012625523867311264
26,pct_asian_avg_5yr_tr,0.012605021151169182
1,poverty_rate_tr,0.012589184842656196
21,rent_burden_avg_5yr_tr,0.01248320138018095
16,population_avg_5yr_tr,0.012377433676041303
47,pct_renter_occupied_pct_change_5yr_tr,0.012358456798869329
32,population_pct_change_5yr_tr,0.012086577568137764
36,median_property_value_pct_change_5yr_tr,0.012081733342402385
2,median_gross_rent_tr,0.012065555756400835
28,pct_multiple_avg_5yr_tr,0.011927882228144197
38,pct_white_pct_change_5yr_tr,0.011898213114369241
37,rent_burden_pct_change_5yr_tr,0.01187194734731843
22,pct_white_avg_5yr_tr,0.01180085122157258
71,conversion_rate_pct_change_3yr_lag_tr,0.011741472437836895
33,poverty_rate_pct_change_5yr_tr,0.01161481010850121
8,pct_hispanic_tr,0.011569618775420636
34,median_gross_rent_pct_change_5yr_tr,0.011560415981851003
6,pct_white_tr,0.011366643701821368
40,pct_hispanic_pct_change_5yr_tr,0.011345732877629394
12,pct_multiple_tr,0.011249604585606083
76,conversion_rate_pct_change_5yr_lag_tr,0.011019194830160737
35,median_household_income_pct_change_5yr_tr,0.010696600351944524
48,eviction_filings_lag_tr,0.010435346668717902
49,evictions_lag_tr,0.010377542577355858
25,pct_am_ind_avg_5yr_tr,0.010300533903585698
39,pct_af_am_pct_change_5yr_tr,0.01014299427840404
7,pct_af_am_tr,0.010011823547086797
29,pct_other_avg_5yr_tr,0.009789330882370542
10,pct_asian_tr,0.009454460859289013
44,pct_multiple_pct_change_5yr_tr,0.009347305863506617
42,pct_asian_pct_change_5yr_tr,0.008325934216156052
9,pct_am_ind_tr,0.006151179024117018
27,pct_nh_pi_avg_5yr_tr,0.006095592970908622
13,pct_other_tr,0.005527863013236172
41,pct_am_ind_pct_change_5yr_tr,0.004984618997057597
45,pct_other_pct_change_5yr_tr,0.004881473813769553
11,pct_nh_pi_tr,0.0028236464165460416
43,pct_nh_pi_pct_change_5yr_tr,0.002467967359046815
