,feature,feature_importances
17,eviction_filing_rate_pct_change_1yr_lag,0.07639084392756508
16,eviction_rate_pct_change_1yr_lag,0.07508502215618859
15,evictions_pct_change_1yr_lag,0.0568326939050569
21,eviction_rate_pct_change_3yr_lag,0.05329318486643256
22,eviction_filing_rate_pct_change_3yr_lag,0.04982676195263067
26,eviction_rate_pct_change_5yr_lag,0.04345042969583683
2,eviction_rate_lag,0.03957104738286662
9,eviction_filings_avg_5yr_lag,0.03710743930174785
20,evictions_pct_change_3yr_lag,0.03651926228729321
3,eviction_filing_rate_lag,0.03465606565467431
5,eviction_filings_avg_3yr_lag,0.03339619851066127
10,evictions_avg_5yr_lag,0.03277103593294394
18,conversion_rate_pct_change_1yr_lag,0.031419002897329934
12,eviction_filing_rate_avg_5yr_lag,0.03017219289136512
4,conversion_rate_lag,0.029946682952013033
11,eviction_rate_avg_5yr_lag,0.029064777624217077
7,eviction_rate_avg_3yr_lag,0.029019633227255915
8,eviction_filing_rate_avg_3yr_lag,0.02840051125652456
27,eviction_filing_rate_pct_change_5yr_lag,0.027601545824814985
14,eviction_filings_pct_change_1yr_lag,0.026444520722826007
13,conversion_rate_avg_5yr_lag,0.026400694283507015
6,evictions_avg_3yr_lag,0.025004453950893124
24,eviction_filings_pct_change_5yr_lag,0.024493562441177362
25,evictions_pct_change_5yr_lag,0.023869273426565592
23,conversion_rate_pct_change_3yr_lag,0.02380630530547104
19,eviction_filings_pct_change_3yr_lag,0.023319203164306215
28,conversion_rate_pct_change_5yr_lag,0.02023955341792726
0,eviction_filings_lag,0.019205899301639143
1,evictions_lag,0.012692201738268898
