,feature,feature_importances
16,eviction_rate_pct_change_1yr_lag,0.052634373642551024
12,eviction_filing_rate_avg_5yr_lag,0.047495469554002065
11,eviction_rate_avg_5yr_lag,0.04649088619551772
9,eviction_filings_avg_5yr_lag,0.04560369900353058
17,eviction_filing_rate_pct_change_1yr_lag,0.043545744442914265
7,eviction_rate_avg_3yr_lag,0.0433124899660388
8,eviction_filing_rate_avg_3yr_lag,0.04224952439566228
13,conversion_rate_avg_5yr_lag,0.040862041406223674
5,eviction_filings_avg_3yr_lag,0.03938211264346377
21,eviction_rate_pct_change_3yr_lag,0.038851728262620164
3,eviction_filing_rate_lag,0.03619164649503978
10,evictions_avg_5yr_lag,0.0361649833802468
14,eviction_filings_pct_change_1yr_lag,0.036134220026140244
2,eviction_rate_lag,0.03527905316083437
22,eviction_filing_rate_pct_change_3yr_lag,0.03503127820795691
19,eviction_filings_pct_change_3yr_lag,0.033878294662395045
24,eviction_filings_pct_change_5yr_lag,0.03274293633272384
15,evictions_pct_change_1yr_lag,0.031595454622854915
26,eviction_rate_pct_change_5yr_lag,0.029693876503069046
18,conversion_rate_pct_change_1yr_lag,0.029492614378585663
27,eviction_filing_rate_pct_change_5yr_lag,0.029057709880736714
20,evictions_pct_change_3yr_lag,0.028861964381077496
6,evictions_avg_3yr_lag,0.0287471344731621
4,conversion_rate_lag,0.026411271865893246
23,conversion_rate_pct_change_3yr_lag,0.025831513123872208
0,eviction_filings_lag,0.025703046247796197
28,conversion_rate_pct_change_5yr_lag,0.022371180894739627
25,evictions_pct_change_5yr_lag,0.021290584019394918
1,evictions_lag,0.015093167830956558
