,training_dates,testing_dates,model_key,classifier,parameters,feature_sets,outcome,model_result,auc-roc,p_at_1,p_at_2,p_at_5,p_at_10,p_at_20,p_at_30,p_at_50,r_at_1,r_at_2,r_at_5,r_at_10,r_at_20,r_at_30,r_at_50,f1_at_1,f1_at_2,f1_at_5,f1_at_10,f1_at_20,f1_at_30,f1_at_50
909,"(datetime.datetime(2006, 1, 1, 0, 0), datetime.datetime(2015, 12, 31, 0, 0))","(datetime.datetime(2016, 1, 1, 0, 0), datetime.datetime(2016, 12, 31, 0, 0))",GB,"GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.5, loss='deviance', max_depth=10,
              max_features=None, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
              min_samples_leaf=1, min_samples_split=2,
              min_weight_fraction_leaf=0.0, n_estimators=10,
              presort='auto', random_state=None, subsample=0.5, verbose=0,
              warm_start=False)","{'learning_rate': 0.5, 'max_depth': 10, 'n_estimators': 5, 'subsample': 0.5}","['demographic', 'economic', 'tract']",e_num_inc_20pct,,0.5848069895554806,0.3333333333333333,0.41353383458646614,0.4624624624624625,0.4519519519519519,0.43543543543543545,0.42242242242242245,0.4093093093093093,0.00946643717728055,0.023666092943201378,0.06626506024096386,0.12951807228915663,0.2495697074010327,0.36316695352839934,0.5864888123924269,0.01841004184100418,0.04477004477004477,0.11592021076401957,0.20133779264214047,0.31728665207877466,0.39055992596020367,0.4821365405022993
910,"(datetime.datetime(2006, 1, 1, 0, 0), datetime.datetime(2015, 12, 31, 0, 0))","(datetime.datetime(2016, 1, 1, 0, 0), datetime.datetime(2016, 12, 31, 0, 0))",GB,"GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.5, loss='deviance', max_depth=10,
              max_features=None, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
              min_samples_leaf=1, min_samples_split=2,
              min_weight_fraction_leaf=0.0, n_estimators=10,
              presort='auto', random_state=None, subsample=0.5, verbose=0,
              warm_start=False)","{'learning_rate': 0.5, 'max_depth': 10, 'n_estimators': 10, 'subsample': 0.1}","['demographic', 'economic', 'tract']",e_num_inc_20pct,,0.5500951486494211,0.2878787878787879,0.3533834586466165,0.3483483483483483,0.35135135135135137,0.3813813813813814,0.3928928928928929,0.3888888888888889,0.008175559380378658,0.020223752151462996,0.04991394148020654,0.10068846815834767,0.21858864027538727,0.33777969018932874,0.5572289156626506,0.015899581589958158,0.03825803825803826,0.08731652239367707,0.15652173913043477,0.27789934354485774,0.3632577510411847,0.4580827732578706
911,"(datetime.datetime(2006, 1, 1, 0, 0), datetime.datetime(2015, 12, 31, 0, 0))","(datetime.datetime(2016, 1, 1, 0, 0), datetime.datetime(2016, 12, 31, 0, 0))",GB,"GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.5, loss='deviance', max_depth=10,
              max_features=None, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
              min_samples_leaf=1, min_samples_split=2,
              min_weight_fraction_leaf=0.0, n_estimators=10,
              presort='auto', random_state=None, subsample=0.5, verbose=0,
              warm_start=False)","{'learning_rate': 0.5, 'max_depth': 10, 'n_estimators': 10, 'subsample': 0.5}","['demographic', 'economic', 'tract']",e_num_inc_20pct,,0.5783261538510394,0.3939393939393939,0.39097744360902253,0.4144144144144144,0.4264264264264264,0.4166666666666667,0.42342342342342343,0.4036036036036036,0.011187607573149742,0.022375215146299483,0.05938037865748709,0.12220309810671257,0.23881239242685026,0.3640275387263339,0.5783132530120482,0.021757322175732216,0.04232804232804233,0.10387655250282272,0.18996655518394648,0.30361050328227573,0.3914854234150856,0.47541563494870887
912,"(datetime.datetime(2006, 1, 1, 0, 0), datetime.datetime(2015, 12, 31, 0, 0))","(datetime.datetime(2016, 1, 1, 0, 0), datetime.datetime(2016, 12, 31, 0, 0))",GB,"GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.5, loss='deviance', max_depth=10,
              max_features=None, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
              min_samples_leaf=1, min_samples_split=2,
              min_weight_fraction_leaf=0.0, n_estimators=10,
              presort='auto', random_state=None, subsample=0.5, verbose=0,
              warm_start=False)","{'learning_rate': 0.1, 'max_depth': 10, 'n_estimators': 5, 'subsample': 0.1}","['demographic', 'eviction', 'tract']",top20_num,,0.9396667278736688,0.746268656716418,0.8074074074074075,0.8613569321533924,0.9026548672566371,0.74207811348563,0.5793611793611794,0.3890362511052166,0.03731343283582089,0.08134328358208955,0.21791044776119403,0.45671641791044776,0.7514925373134328,0.8798507462686567,0.9850746268656716,0.0710732054015636,0.1477966101694915,0.34782608695652173,0.6065411298315163,0.746755654430849,0.6986666666666665,0.5577857595605324
913,"(datetime.datetime(2006, 1, 1, 0, 0), datetime.datetime(2015, 12, 31, 0, 0))","(datetime.datetime(2016, 1, 1, 0, 0), datetime.datetime(2016, 12, 31, 0, 0))",GB,"GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.5, loss='deviance', max_depth=10,
              max_features=None, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
              min_samples_leaf=1, min_samples_split=2,
              min_weight_fraction_leaf=0.0, n_estimators=10,
              presort='auto', random_state=None, subsample=0.5, verbose=0,
              warm_start=False)","{'learning_rate': 0.1, 'max_depth': 10, 'n_estimators': 5, 'subsample': 0.5}","['demographic', 'eviction', 'tract']",top20_num,,0.9486164020148979,0.9552238805970149,0.9185185185185185,0.9528023598820059,0.9129793510324484,0.7487103905674282,0.597051597051597,0.3890362511052166,0.04776119402985075,0.09253731343283582,0.24104477611940298,0.4619402985074627,0.7582089552238805,0.9067164179104478,0.9850746268656716,0.09097370291400143,0.168135593220339,0.3847528290649196,0.6134786917740337,0.7534297367445308,0.72,0.5577857595605324
914,"(datetime.datetime(2006, 1, 1, 0, 0), datetime.datetime(2015, 12, 31, 0, 0))","(datetime.datetime(2016, 1, 1, 0, 0), datetime.datetime(2016, 12, 31, 0, 0))",GB,"GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.5, loss='deviance', max_depth=10,
              max_features=None, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
              min_samples_leaf=1, min_samples_split=2,
              min_weight_fraction_leaf=0.0, n_estimators=10,
              presort='auto', random_state=None, subsample=0.5, verbose=0,
              warm_start=False)","{'learning_rate': 0.1, 'max_depth': 10, 'n_estimators': 10, 'subsample': 0.1}","['demographic', 'eviction', 'tract']",top20_num,,0.9430465876639572,0.8059701492537313,0.8444444444444444,0.9203539823008849,0.887905604719764,0.7391304347826086,0.5837837837837838,0.3881520778072502,0.04029850746268657,0.08507462686567165,0.23283582089552238,0.44925373134328356,0.7485074626865672,0.8865671641791045,0.9828358208955223,0.07675906183368869,0.15457627118644066,0.3716497915425849,0.5966303270564914,0.7437893956247683,0.704,0.5565180646524402
915,"(datetime.datetime(2006, 1, 1, 0, 0), datetime.datetime(2015, 12, 31, 0, 0))","(datetime.datetime(2016, 1, 1, 0, 0), datetime.datetime(2016, 12, 31, 0, 0))",GB,"GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.5, loss='deviance', max_depth=10,
              max_features=None, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
              min_samples_leaf=1, min_samples_split=2,
              min_weight_fraction_leaf=0.0, n_estimators=10,
              presort='auto', random_state=None, subsample=0.5, verbose=0,
              warm_start=False)","{'learning_rate': 0.1, 'max_depth': 10, 'n_estimators': 10, 'subsample': 0.5}","['demographic', 'eviction', 'tract']",top20_num,,0.9515659857159301,1.0,0.9259259259259259,0.967551622418879,0.9188790560471977,0.7546057479734709,0.5975429975429976,0.3890362511052166,0.05,0.09328358208955224,0.24477611940298508,0.46492537313432836,0.764179104477612,0.9074626865671642,0.9850746268656716,0.09523809523809523,0.16949152542372883,0.3907087552114354,0.6174430128840437,0.7593622543566927,0.7205925925925927,0.5577857595605324
916,"(datetime.datetime(2006, 1, 1, 0, 0), datetime.datetime(2015, 12, 31, 0, 0))","(datetime.datetime(2016, 1, 1, 0, 0), datetime.datetime(2016, 12, 31, 0, 0))",GB,"GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.5, loss='deviance', max_depth=10,
              max_features=None, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
              min_samples_leaf=1, min_samples_split=2,
              min_weight_fraction_leaf=0.0, n_estimators=10,
              presort='auto', random_state=None, subsample=0.5, verbose=0,
              warm_start=False)","{'learning_rate': 0.5, 'max_depth': 10, 'n_estimators': 5, 'subsample': 0.1}","['demographic', 'eviction', 'tract']",top20_num,,0.860710791433943,0.582089552238806,0.5555555555555556,0.7138643067846607,0.7890855457227138,0.6875460574797347,0.5533169533169533,0.35809018567639256,0.029104477611940297,0.055970149253731345,0.18059701492537314,0.39925373134328357,0.6962686567164179,0.8402985074626865,0.9067164179104478,0.05543710021321961,0.1016949152542373,0.2882668254913639,0.5302279484638256,0.6918798665183538,0.6672592592592592,0.5134164377773083
917,"(datetime.datetime(2006, 1, 1, 0, 0), datetime.datetime(2015, 12, 31, 0, 0))","(datetime.datetime(2016, 1, 1, 0, 0), datetime.datetime(2016, 12, 31, 0, 0))",GB,"GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.5, loss='deviance', max_depth=10,
              max_features=None, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
              min_samples_leaf=1, min_samples_split=2,
              min_weight_fraction_leaf=0.0, n_estimators=10,
              presort='auto', random_state=None, subsample=0.5, verbose=0,
              warm_start=False)","{'learning_rate': 0.5, 'max_depth': 10, 'n_estimators': 5, 'subsample': 0.5}","['demographic', 'eviction', 'tract']",top20_num,,0.9393363470930328,0.5671641791044776,0.7703703703703704,0.8643067846607669,0.8716814159292036,0.7280766396462786,0.5965601965601965,0.38726790450928383,0.028358208955223882,0.07761194029850746,0.21865671641791046,0.44104477611940296,0.7373134328358208,0.9059701492537313,0.9805970149253731,0.054015636105188336,0.14101694915254237,0.34901727218582496,0.5857284440039644,0.7326659251019652,0.7194074074074075,0.5552503697443482
918,"(datetime.datetime(2006, 1, 1, 0, 0), datetime.datetime(2015, 12, 31, 0, 0))","(datetime.datetime(2016, 1, 1, 0, 0), datetime.datetime(2016, 12, 31, 0, 0))",GB,"GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.5, loss='deviance', max_depth=10,
              max_features=None, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
              min_samples_leaf=1, min_samples_split=2,
              min_weight_fraction_leaf=0.0, n_estimators=10,
              presort='auto', random_state=None, subsample=0.5, verbose=0,
              warm_start=False)","{'learning_rate': 0.5, 'max_depth': 10, 'n_estimators': 10, 'subsample': 0.1}","['demographic', 'eviction', 'tract']",top20_num,,0.8202689499619055,0.2835820895522388,0.5407407407407407,0.584070796460177,0.7197640117994101,0.6904937361827561,0.5331695331695332,0.3415856174476864,0.014179104477611941,0.05447761194029851,0.14776119402985075,0.3641791044776119,0.6992537313432836,0.8097014925373134,0.8649253731343284,0.027007818052594168,0.09898305084745762,0.235854675402025,0.48364717542120916,0.6948461253244346,0.642962962962963,0.489752799492922
919,"(datetime.datetime(2006, 1, 1, 0, 0), datetime.datetime(2015, 12, 31, 0, 0))","(datetime.datetime(2016, 1, 1, 0, 0), datetime.datetime(2016, 12, 31, 0, 0))",GB,"GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.5, loss='deviance', max_depth=10,
              max_features=None, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
              min_samples_leaf=1, min_samples_split=2,
              min_weight_fraction_leaf=0.0, n_estimators=10,
              presort='auto', random_state=None, subsample=0.5, verbose=0,
              warm_start=False)","{'learning_rate': 0.5, 'max_depth': 10, 'n_estimators': 10, 'subsample': 0.5}","['demographic', 'eviction', 'tract']",top20_num,,0.934679362095143,0.6716417910447762,0.8074074074074075,0.8672566371681416,0.8672566371681416,0.7302873986735445,0.5882063882063882,0.385499557913351,0.033582089552238806,0.08134328358208955,0.21940298507462686,0.4388059701492537,0.7395522388059701,0.8932835820895523,0.9761194029850746,0.06396588486140724,0.1477966101694915,0.350208457415128,0.5827552031714569,0.7348906192065257,0.7093333333333334,0.5527149799281639
920,"(datetime.datetime(2006, 1, 1, 0, 0), datetime.datetime(2015, 12, 31, 0, 0))","(datetime.datetime(2016, 1, 1, 0, 0), datetime.datetime(2016, 12, 31, 0, 0))",GB,"GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.5, loss='deviance', max_depth=10,
              max_features=None, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
              min_samples_leaf=1, min_samples_split=2,
              min_weight_fraction_leaf=0.0, n_estimators=10,
              presort='auto', random_state=None, subsample=0.5, verbose=0,
              warm_start=False)","{'learning_rate': 0.1, 'max_depth': 10, 'n_estimators': 5, 'subsample': 0.1}","['demographic', 'eviction', 'tract']",e_num_inc_20pct,,0.6863021570996691,0.696969696969697,0.7368421052631579,0.6906906906906907,0.6396396396396397,0.5743243243243243,0.5335335335335335,0.47387387387387386,0.019793459552495698,0.04216867469879518,0.09896729776247848,0.18330464716006883,0.3291738382099828,0.45869191049913943,0.6790017211703959,0.038493723849372385,0.07977207977207977,0.17312758750470456,0.2849498327759197,0.41849015317286653,0.4932901434521055,0.5581888928192431
921,"(datetime.datetime(2006, 1, 1, 0, 0), datetime.datetime(2015, 12, 31, 0, 0))","(datetime.datetime(2016, 1, 1, 0, 0), datetime.datetime(2016, 12, 31, 0, 0))",GB,"GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.5, loss='deviance', max_depth=10,
              max_features=None, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
              min_samples_leaf=1, min_samples_split=2,
              min_weight_fraction_leaf=0.0, n_estimators=10,
              presort='auto', random_state=None, subsample=0.5, verbose=0,
              warm_start=False)","{'learning_rate': 0.1, 'max_depth': 10, 'n_estimators': 5, 'subsample': 0.5}","['demographic', 'eviction', 'tract']",e_num_inc_20pct,,0.7145656624918229,0.7121212121212122,0.7293233082706767,0.6876876876876877,0.6411411411411412,0.6021021021021021,0.5655655655655656,0.4924924924924925,0.020223752151462996,0.04173838209982788,0.09853700516351119,0.18373493975903615,0.34509466437177283,0.48623063683304646,0.7056798623063684,0.03933054393305439,0.07895807895807895,0.17237485886337975,0.28561872909698993,0.43873085339168494,0.5229060620083296,0.5801202688362221
922,"(datetime.datetime(2006, 1, 1, 0, 0), datetime.datetime(2015, 12, 31, 0, 0))","(datetime.datetime(2016, 1, 1, 0, 0), datetime.datetime(2016, 12, 31, 0, 0))",GB,"GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.5, loss='deviance', max_depth=10,
              max_features=None, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
              min_samples_leaf=1, min_samples_split=2,
              min_weight_fraction_leaf=0.0, n_estimators=10,
              presort='auto', random_state=None, subsample=0.5, verbose=0,
              warm_start=False)","{'learning_rate': 0.1, 'max_depth': 10, 'n_estimators': 10, 'subsample': 0.1}","['demographic', 'eviction', 'tract']",e_num_inc_20pct,,0.7007298600040647,0.8333333333333334,0.7518796992481203,0.6996996996996997,0.6516516516516516,0.5975975975975976,0.5495495495495496,0.48228228228228226,0.023666092943201378,0.043029259896729774,0.10025817555938038,0.18674698795180722,0.342512908777969,0.4724612736660929,0.6910499139414802,0.04602510460251046,0.0814000814000814,0.17538577342867895,0.2903010033444816,0.43544857768052514,0.5080981027302174,0.5680933852140079
